id,museu,gaveta,sp,pop,coletor,id.coletor,localidade,municipio,uf,lon,lat,alt,xy.original,ano,mes,dia,morte,pele,cranio,esqueleto,sexo,dentes,classe,idade,peso,peso.morto,compr.total,compr.corpo,compr.cauda,tarso.c.unha,tarso.s.unha,orelha.int,orelha.ext,medido,gls,cb,nas,bbc,zb,poc,ic,lbasi,bps,bam,can,pl,max,sm,mad,alpcor,larcon,size,shape,nas/gls,can/bam,pl/cb,bam/pl,sm/max,alpcor/mad,obs,replicas,gls.1,cb.1,nas.1,bbc.1,zb.1,poc.1,ic.1,lbasi.1,bps.1,bam.1,can.1,pl.1,max.1,sm.1,mad.1,alpcor.1,larcon.1,gls.2,cb.2,nas.2,bbc.2,zb.2,poc.2,ic.2,lbasi.2,bps.2,bam.2,can.2,pl.2,max.2,sm.2,mad.2,alpcor.2,larcon.2,gls.3,cb.3,nas.3,bbc.3,zb.3,poc.3,ic.3,lbasi.3,bps.3,bam.3,can.3,pl.3,max.3,sm.3,mad.3,alpcor.3,larcon.3,gls.4,cb.4,nas.4,bbc.4,zb.4,poc.4,ic.4,lbasi.4,bps.4,bam.4,can.4,pl.4,max.4,sm.4,mad.4,alpcor.4,larcon.4
2608,UFMG,GAV03,Marmosops incanus,,Leonora Pires Costa,LC 201,Fazenda Santa Rita; 8 km E Andaraí,Andaraí,BA,-41.261389,-12.801667,399,TRUE,1998,5,4,,ok,ok,,male,,,,,50,310,,176,20,,28,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,UFMG,GAV03,Marmosops incanus,,Leonora Pires Costa,LC 230,Fazenda Santa Rita; 8 km E Andaraí,Andaraí,BA,-41.261389,-12.801667,399,TRUE,1998,5,9,,ok,ok,,female,,,,,27,267,,147,16,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,UFMG,GAV02,Marmosops incanus,,Raquel Moura,RM 147,Fazenda Bela Vista,Guaratinga,BA,-39.914019,-16.599294,320,TRUE,2000,9,13,,ok,crânio em álcool aguardando limpeza; pele,,male,,,,,63,330,,192,21,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,UFMG,GAV02,Marmosops incanus,,Raquel Moura,RM 186,Fazenda Pedra Formosa,Ibirapitanga,BA,-39.451174,-13.952823,270,TRUE,2001,5,29,,ok,crânio em álcool aguardando limpeza; pele,,male,,,,,76,359,,221,22,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8656,MNHN,"13,12,3",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19959,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,10,7,,ok,ok,,male,p3m4,6,adulto,,70,370,160,210,23,22,25,29,TRUE,40.73,40.59,18.11,13.15,20.63,6.58,8.21,13,6.71,11.87,6.42,22.73,16.98,7.52,29.91,11.92,1.21,28.9373754856932,0.508253264350825,0.444635403879204,0.540859309182814,0.559990145355999,0.52221733391993,0.442873969375736,0.398528920093614,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11136,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22507,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,26,,ok,ok,,female,p3m4,6,adulto,,52,323,138,185,20,18,20,24,TRUE,37.16,36.3,17.84,13.3,18.78,6.8,7.27,12.58,6.66,11.06,5.61,20.96,15.64,7.23,27.63,,1.05,26.1096533872053,0.517355371900826,0.480086114101184,0.507233273056058,0.577410468319559,0.527671755725191,0.46227621483376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8638,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22511,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,26,,ok,parcial,,female,,,adulto,,62,319,139,180,21,19,19,23,TRUE,,,18.15,13.29,18.73,6.7,8.83,,,11.12,5.49,21.32,15.33,7.24,27.7,10.38,1.4,,,,0.493705035971223,,0.521575984990619,0.472276581865623,0.374729241877256,"crânio parcial, falta uma parte posterior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11145,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23263,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,1,10,,ok,ok,,male,p3m4,6,adulto,,75,365,155,210,21,19,20,23,TRUE,42.64,41.75,21.22,12.58,20.73,6.34,8.22,13.17,6.69,12.27,6.68,23.81,17.36,7.54,31.79,11.86,1.23,29.418998963255,0.496526946107784,0.49765478424015,0.54441727791361,0.570299401197605,0.515329693406132,0.434331797235023,0.373073293488518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11138,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23604,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,2,27,,ok,parcial,,female,"dp3m4 (m4 eclodindo, p3 eclodindo de um lado)",4,subadulto,,30,270,108,162,18,17,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,crânio parcial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11111,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23632,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,1,,ok,ok,,female,p3m4,6,adulto,,58,333,135,198,20,19,22,26,TRUE,38.08,37.3,18.44,12.19,19.08,5.77,7.06,12.01,,12.32,5.48,21.23,15.6,7.27,28.63,,1.12,26.6774061707655,0.511528150134048,0.484243697478992,0.444805194805195,0.56916890080429,0.580310880829016,0.466025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11108,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23691,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,4,,ok,ok,,female,p3m4,6,adulto,,65,343,147,196,22,21,25,32,TRUE,38.9,37.42,18.17,12.88,19.1,6.3,7.08,12.71,6.44,11.57,5.8,21.17,15.65,7.25,27.75,10.42,1.11,26.7342851035894,0.510422234099412,0.467095115681234,0.501296456352636,0.56574024585783,0.546528105810109,0.463258785942492,0.375495495495495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8619,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19139,"Aritaguá – Urucutuca, Alagado (Brejo)",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,15,,ok,ok,,male,p3m4 (gastos),7,adulto,,72,375,165,210,22,22,22,25,TRUE,41.03,40.4,19.95,12.89,19.25,7.07,8.33,12.47,7.06,12.13,6.3,22.83,16.84,7.43,30.05,11.97,1.39,27.8872730828957,0.476485148514852,0.486229588106264,0.519373454245672,0.56509900990099,0.53131844064827,0.441211401425178,0.398336106489185,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11154,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19125,"Aritaguá – Urucutuca, Alagado (Ilha)",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,14,,ok,ok,,female,p3m4,6,adulto,,27,280,120,160,18,17,22,25,TRUE,33.51,31.9,14.9,12.66,,6.67,7.2,11.57,5.47,10.34,4.9,18.62,14.37,7.12,23.65,9.15,1.04,,,0.444643390032826,0.473887814313346,0.583699059561129,0.55531686358754,0.495476687543493,0.386892177589852,crânio com zigomático quebrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8610,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19141,"Aritaguá – Urucutuca, Alagado (Ilha)",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,15,,ok,ok,,male,p3m4,6,adulto,,56,372,150,222,23,22,23,26,TRUE,39.65,38.81,19.64,13.02,18.2,6.32,7.46,12.12,6.65,11.47,5.95,22.62,16.45,7.57,28.6,10.87,1.14,26.5770954018681,0.468951301211028,0.495334174022699,0.518744551002616,0.582839474362278,0.507073386383731,0.460182370820669,0.38006993006993,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11147,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19085,"Aritaguá – Urucutuca, Brejo",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,11,,ok,ok,,male,p3m4,6,adulto,,75,400,165,235,28,27,27,29,TRUE,41.45,40.93,20.1,13.46,20.23,6.08,8.37,13.28,6.61,12.42,6.49,23.26,17.13,7.22,30.14,11.15,1.15,28.7752306680589,0.494258490105057,0.484921592279855,0.522544283413849,0.568287319814317,0.53396388650043,0.42148277875073,0.369940278699403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8621,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19119,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,14,,ok,parcial,,female,p3m4,6,adulto,,38,310,125,185,20,19,21,24,TRUE,,35.99,,12.29,16.97,6.43,6.15,11.93,6.16,10.85,5.41,20.89,15.4,7.03,,,,24.7133627821064,0.471519866629619,,0.498617511520737,0.580439010836343,0.519387266634753,0.456493506493506,,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8666,MNHN,"13,12,3",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19133,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,15,,ok,parcial,,female,p3m4,6,adulto,,34,315,135,180,19,19,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,crânio bem quebrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11137,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19938,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,10,6,,ok,ok,,male,p3m4,6,adulto,,58,378,160,218,21,20,27,30,TRUE,41.72,41.08,20.42,12.85,20.44,6.53,8.38,12.57,7.08,12.62,6.52,23.09,17.25,7.29,30.56,11.77,1.31,28.9771496182768,0.497565725413827,0.489453499520614,0.516640253565769,0.56207400194742,0.546556951061065,0.422608695652174,0.385143979057592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8630,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 21606,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,10,11,,ok,ok,,male,p3m4,6,adulto,,57,342,140,202,22,21,24,27,TRUE,38.45,,18.37,13.2,18.86,6.11,7.42,12.63,6.49,11.3,5.7,21.21,15.86,7.18,27.71,10.26,1.16,,,0.4777633289987,0.504424778761062,,0.532767562470533,0.452711223203026,0.370263442800433,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8617,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22448,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,23,,ok,ok,,female,p3m4,6,adulto,,48,291,128,163,20,18,19,23,TRUE,36,,16.09,12.45,17.67,6.46,7.6,12.16,,10.93,5.07,,15.16,7.37,26.35,10.14,1.13,,,0.446944444444444,0.463860933211345,,,0.486147757255937,0.384819734345351,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",TRUE,36,,16.09,12.45,17.67,6.46,7.6,12.16,,10.93,5.07,,15.16,7.37,26.35,10.14,1.13,36.06,34.75,16.09,12.62,17.72,6.34,7.83,12.13,,10.92,5.17,,15.15,7.19,25.36,10.11,1.08,35.97,,16.08,12.51,17.73,6.38,7.61,12.24,,10.87,5.05,,15.04,7.1,26.11,9.99,1.08,36.08,,15.96,12.94,17.75,6.4,7.73,12.08,,10.86,5.03,,15.03,7.26,26.17,10.18,1.03
MN11129,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22466,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,24,,ok,parcial,,female,p3m4,6,adulto,,51,326,133,193,20,18,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,"crânio parcial, falta a parte posterior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8651,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22514,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,27,,ok,ok,,female,p3m4,6,adulto,,48,310,122,188,19,17,19,23,TRUE,35.54,34.91,16.41,12.43,17.85,6.41,7.04,12.24,,10.87,5.6,20.09,14.77,7.1,25.81,9.99,1.31,24.9628423862348,0.511314809510169,0.461733258300507,0.515179392824287,0.575479805213406,0.541065206570433,0.48070412999323,0.387059279349089,crânio sujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8661,MNHN,"13,12,3",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22548,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,30,,ok,ok,,male,p3m4 (gastos),7,adulto,,105,379,163,216,23,21,23,27,TRUE,44.63,44.76,22.37,13.74,22.13,6.88,9.35,13.7,7.29,12.9,6.88,25.42,18.16,7.79,33.25,,1.4,31.4728263745092,0.494414655942806,0.501232354918217,0.533333333333333,0.567917783735478,0.507474429583005,0.428964757709251,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11150,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23328,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,1,14,,ok,ok,,female,dp3m3,4,subadulto,,22,266,110,156,18,17,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8631,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23592,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,2,27,,ok,ok,,male,dp3m4,5,adulto,,43,322,126,196,15,14,17,26,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8655,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23598,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,2,27,,ok,,,female,,,adulto,,35,302,120,182,14,13,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11149,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23618,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,2,28,,ok,parcial,,female,dp3m3,4,subadulto,,14,255,80,175,16,15,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,crânio parcial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8620,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23668,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,3,,ok,ok,,male,dp3m3,4,subadulto,,30,290,111,179,20,19,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8650,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23685,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,4,,ok,ok,,male,p3m4,6,adulto,,50,317,125,192,22,21,23,31,TRUE,36.63,35.39,17.12,12.44,,6.27,7.19,12.19,6.09,10.53,5.23,20.03,,,26.57,9.55,1.16,,,0.467376467376467,0.49667616334283,0.565979090138457,0.525711432850724,,0.359427926232593,crânio com zigomático esquerdo quebrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN24703,MNHN,"13,13,3",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23698,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,4,,ok,,,female,,,adulto,,57,330,140,190,21,20,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8641,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23863,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,4,15,,ok,ok,,male,p3m4,6,adulto,,51,364,149,215,22,21,23,27,TRUE,39.45,,18.85,13.17,19.17,6.78,7.5,,,11.91,5.87,22.41,16.93,7.44,29.06,10.59,1.71,,,0.477820025348542,0.492863140218304,,0.531459170013387,0.439456585942115,0.364418444597385,crânio sujo,TRUE,39.45,,18.85,13.17,19.17,6.78,7.5,,,11.91,5.87,22.41,16.93,7.44,29.06,10.59,1.71,39.15,,18.65,12.9,19.24,6.64,8.12,,,11.65,5.86,22.23,16.64,7.45,28.81,11.02,1.43,39.15,,18.9,13.12,19.2,6.65,8.12,,,11.44,5.99,22.13,16.62,7.46,29.23,10.76,1.39,39.17,,19.4,13.63,19.2,6.73,8.17,,,11.41,5.73,22.15,16.62,7.41,29.17,10.8,1.29
MN24695,MNHN,"13,13,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23888,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,4,17,,ok,ok,,female,p3m4,6,adulto,,49,320,130,190,21,20,21,24,TRUE,36.41,35.27,17.38,12.13,17.46,6.36,7.15,12.1,5.93,10.73,5.08,20.44,15.33,7.35,26.7,10.03,1.2,24.8156039620236,0.495038276155373,0.477341389728097,0.473438956197577,0.579529345052452,0.524951076320939,0.479452054794521,0.37565543071161,crânio um pouco sujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11161,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23900,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,4,18,,ok,ok,,male,p3m4,6,adulto,,63,356,146,210,23,22,24,28,TRUE,40.06,,18.81,13.41,19.87,6.72,8.11,13.38,6.56,11.6,5.82,22.8,16.65,7.25,29.66,,1.16,,,0.469545681477783,0.501724137931035,,0.508771929824561,0.435435435435435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11119,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23936,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,4,22,,ok,parcial,,male,p3m4,6,adulto,,50,338,133,205,24,23,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,crânio parcial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11160,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19068,"Aritaguá – Urucutuca, Roça de bananeiras",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,10,,ok,ok,,male,p3m4,6,adulto,,77,390,170,220,22,21,26,30,TRUE,42.98,42.71,20.07,13.82,20.75,6.68,8.02,13.58,7.77,12.4,6.46,24.42,17.1,7.2,32.6,,1.46,29.7696573712228,0.485834699133692,0.46696137738483,0.520967741935484,0.571763053149145,0.507780507780508,0.421052631578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8607,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 21720,"Banco da Vitória – Pirataquissé, Mata do Limoeiro",Ilhéus,BA,-39.116667,-14.066667,,TRUE,1944,10,30,,ok,parcial,,female,p3m4,6,adulto,,50,339,150,189,20,18,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,crânio parcial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8658,MNHN,"13,12,3",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23141,"Banco da Vitória – Pirataquissé, Mata do Limoeiro",Ilhéus,BA,-39.116667,-14.066667,,TRUE,1944,12,19,,ok,ok,,male,p3m4 (gastos),7,adulto,,72,349,146,203,22,20,23,27,TRUE,41,40.67,19.47,13.06,20.62,6.19,8.2,12.8,7.17,12.19,6.59,23.36,17.14,7.86,31.01,11.57,1.2,28.9588570216437,0.507007622326039,0.474878048780488,0.540607054963084,0.574379149250061,0.521832191780822,0.458576429404901,0.373105449854885,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8615,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 18167,"Banco da Vitória – Pirataquissé, Mata M.",Ilhéus,BA,-39.116667,-14.066667,,TRUE,1944,5,12,,ok,ok,,female,p3m4,6,adulto,,65,350,165,185,21,20,23,25,TRUE,39.96,39.47,19.28,12.4,19.57,6.33,7.3,12.46,7.31,12.24,6.37,22.52,16.21,7.57,29.66,11.58,1.06,27.7925871411785,0.495819609830251,0.482482482482483,0.520424836601307,0.570559918925766,0.543516873889876,0.466995681677977,0.390424814565071,etiqueta - 350-185-21-20-23(25) 65g. Assumi que o primeiro valor é o comprimento total do corpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11105,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 17681,"Banco da Vitória – Pirataquissé, Mata S",Ilhéus,BA,-39.116667,-14.066667,,TRUE,1944,3,28,,ok,parcial,,male,,,adulto,,,310,130,180,22,20,17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,crânio parcial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8642,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19899,"Rio do Braço – Almada, Capueira",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,27,,ok,ok,,male,p3m4,6,adulto,,103,391,170,221,23,22,25,29,TRUE,43.68,43.3,21.34,13.35,22,6.37,9.06,13.87,,12.71,6.97,24.37,18.02,7.52,31.81,13.29,1.56,30.8642187654248,0.508083140877598,0.488553113553114,0.548387096774194,0.562817551963049,0.52154288059089,0.417314095449501,0.41779314680918,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
