"","id","museu","gaveta","sp","pop","coletor","id.coletor","localidade","municipio","uf","lon","lat","alt","xy.original","ano","mes","dia","morte","pele","cranio","esqueleto","sexo","dentes","classe","idade","peso","peso.morto","compr.total","compr.corpo","compr.cauda","tarso.c.unha","tarso.s.unha","orelha.int","orelha.ext","medido","gls","cb","nas","bbc","zb","poc","ic","lbasi","bps","bam","can","pl","max","sm","mad","alpcor","larcon","size","shape","nas.gls","can.bam","pl.cb","bam.pl","sm.max","alpcor.mad","obs","replicas","gls.1","cb.1","nas.1","bbc.1","zb.1","poc.1","ic.1","lbasi.1","bps.1","bam.1","can.1","pl.1","max.1","sm.1","mad.1","alpcor.1","larcon.1","gls.2","cb.2","nas.2","bbc.2","zb.2","poc.2","ic.2","lbasi.2","bps.2","bam.2","can.2","pl.2","max.2","sm.2","mad.2","alpcor.2","larcon.2","gls.3","cb.3","nas.3","bbc.3","zb.3","poc.3","ic.3","lbasi.3","bps.3","bam.3","can.3","pl.3","max.3","sm.3","mad.3","alpcor.3","larcon.3","gls.4","cb.4","nas.4","bbc.4","zb.4","poc.4","ic.4","lbasi.4","bps.4","bam.4","can.4","pl.4","max.4","sm.4","mad.4","alpcor.4","larcon.4"
"1083","MN69891","MNHN","14,02,2","Marmosops incanus","","Karen Dinucci","PSS 20","PARNASO, sub-sede","Guapimirim","RJ","-43.001944","-22.493056","400",NA,1999,8,9,"","ok","ok","ok","female","",NA,"adulto","","44","293",126,"167",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emprestado - não vi etiqueta, os dados são da planilha do MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","MN70125","MNHN","14,02,2","Marmosops incanus","","Karen Dinucci","PSS 16","PARNASO, sub-sede","Guapimirim","RJ","-43.001944","-22.493056","400",NA,1999,8,5,"","ok","","","male","",NA,"adulto","89","89","368",157,"211",18,18,"26","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emprestado - não vi etiqueta, os dados são da planilha do MN. Estou assumindo que é “PARNASO, sub-sede” em Guapimirim pois a Karen trabalhou com bichos de lá. Mas segundo a planilha do museu a localidade está só como “Parque Nacional da Serra dos Órgãos”",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","MN74848","MNHN","14,02,4","Marmosops incanus","Serra dos Órgãos","labvert","SO 04","PARNASO, Vale do Rio Soberbo","Guapimirim","RJ","-42.988889","-22.462778","650",NA,1999,8,27,"","ok","ok","ok","male","p3m4",6,"adulto","","51.2","337",152,"185",24,23,"27","25",TRUE,-1.1654701738648,-1.05560762448494,0.706462653571268,-0.727086058460943,0.542416024659545,0.152371882854579,0.290392492664699,0.117208395873746,-0.0917461849225401,-0.260161199721107,-0.0988582511637386,-0.664071290175634,-0.605881524747984,0.0788882937812163,-1.19284438183314,-0.546919261449318,0.194852123761105,26.6859513602195,0.533953997809419,0.514116698037107,0.499554764024933,0.573384446878423,0.53629417382999,0.490466798159106,0.392565055762082,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","MN74849","MNHN","14,02,4","Marmosops incanus","Serra dos Órgãos","labvert","SO 05","PARNASO, Vale do Rio Soberbo","Guapimirim","RJ","-42.988889","-22.462778","650",NA,1999,8,27,"9/3/1999","ok","ok","ok","male","p3m4",6,"adulto","","","363",155,"208",23,21,"29","27",TRUE,0.258557868005944,-0.00707044726487993,0.828327365710759,-1.24923463952942,-0.0479851944295895,-0.193968561640355,-0.15931142946115,0.0457866843317252,-0.423180239050615,-0.0212454483942128,0.177618943210013,0.291301773482179,-0.314825410589162,-0.28830064253358,-0.49811495276192,-0.587314451314505,0.125149814108541,28.7683089527348,0.504816003951593,0.50919651500484,0.536990856192851,0.578414423314399,0.513663535439795,0.447159437996335,0.387994634473508,"Data das medidas não informadas. Está como Philander na planilha do labvert. Mas esse pode ser o SO 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","MN74851","MNHN","14,03,1","Marmosops incanus","Serra dos Órgãos","labvert","SO 07","PARNASO, Vale do Rio Soberbo","Guapimirim","RJ","-42.988889","-22.462778","650",NA,1999,8,28,"","","ok","ok","male","p3m4",6,"adulto","","76","345",155,"190",29,28,"29","",TRUE,-0.910899217541235,-1.05729277160613,-0.497064860366617,-0.237858924646284,0.51575390887799,-0.0348679769649261,0.0866029492360472,0.488271399850843,-0.359677410567966,-0.218900476239961,0.235114721461126,-0.537350253539106,-0.494995771035329,-0.264221710168879,-0.986630469708192,-0.4023458316868,-0.0569994632542228,27.9060047301651,0.532827622286163,0.486036382270049,0.541379310344828,0.574417996337955,0.528233151183971,0.457991156032849,0.398451249560014,"data/sexo atribuído pela planilha do labvert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","MN74852","MNHN","14,02,4","Marmosops incanus","Serra dos Órgãos","labvert","SO 08","PARNASO, Vale do Rio Soberbo","Guapimirim","RJ","-42.988889","-22.462778","650",NA,1999,8,28,"","ok","ok","ok","male","p3m4",6,"adulto","82","","400",160,"240",23,21,"27","",TRUE,-0.684284598619037,-0.638102803659137,-0.610012096482645,-0.326798938332125,0.273850774777642,0.465291900069015,0.0290365514108117,0.254449436745569,-0.531857553927516,0.0474301295456794,0.0858217845886582,-0.626642801421958,-0.857850265968811,-0.386935126172748,-0.582688007458504,-0.627235497773327,-0.0801596755462628,28.8474504939345,0.520890668001001,0.485918972332016,0.527227722772277,0.564423317488116,0.537234042553192,0.455863808322825,0.387994634473508,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","MN46900","MNHN","14,03,1","Marmosops incanus","Rosemary","C. R. Bonvicino","CRB 1069","Centro de Primatologia do Rio de Janeiro","Guapimirim/Magé","RJ","-42.917472","-22.486083","",NA,1996,11,21,"","ok","ok","ok","female","p3m4",6,"adulto","54.21","","332",142,"190",21,20,"27","",TRUE,-1.40136109003225,-0.836131784471952,-0.39842408300424,-0.0412373851898682,0.433588281365324,-0.0876179705647484,0.323893345898238,0.0893499575065579,-0.131091126067526,0.661924976886338,-0.00473063576160726,-1.19384671935139,-0.653268859497157,-0.283825041048238,-1.13762889186261,-0.204526475178303,0.00778032320629984,26.3441910105435,0.527854384997242,0.485346480416324,0.465174129353234,0.555984555984556,0.598214285714286,0.470039946737683,0.403535163595337,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","MN46899","MNHN","14,03,1","Marmosops incanus","Rosemary","C. R. Bonvicino","CRB 1071","Centro de Primatologia do Rio de Janeiro","Guapimirim/Magé","RJ","-42.917472","-22.486083","",NA,NA,NA,NA,"","","ok","ok","female","p3m4 (p3 eclodindo)",5,"adulto","55.85","","328",137,"191",21,20,"22","",TRUE,-0.240305816214921,-0.502956002729057,0.815826527700629,0.271864004803419,0.257628673536612,0.0212915186591927,0.103061940602041,0.308821393877267,-0.0290605687206416,0.211408752694291,0.234298320251138,-0.229595188693025,-0.175042069339325,0.00786772316246864,-0.0689966187754685,0.207065490277001,-0.0373279362248939,26.4203330788997,0.518256130790191,0.503044744506222,0.504729148753224,0.577111716621253,0.549102927289896,0.473921442369607,0.403028118240808,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","MN46887","MNHN","14,03,1","Marmosops incanus","Rosemary","Rosane Pereira","CRB 1260","Centro de Primatologia do Rio de Janeiro","Guapimirim/Magé","RJ","-42.917472","-22.486083","",NA,1997,5,14,"","ok","ok","ok","female","p3m4",6,"adulto","","","298",124,"174",19,18,"23","25",TRUE,-0.454439588630322,-0.386124037217797,-0.423466441940221,0.488646811580184,0.248950680989172,-0.411172953049804,0.0201150528873768,0.306613190198091,0.210469777668888,0.238823192001101,-0.0843782236500124,-0.24473008745489,-0.533373479081396,-0.248085546009227,-0.310659277517015,0.271636173126092,0.0488896843691879,24.091803585452,0.51564828614009,0.456125108601216,0.445149592021759,0.580029806259315,0.566803699897225,0.482394366197183,0.402638944422231,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","MN46882","MNHN","14,03,1","Marmosops incanus","Rosemary","Rosane Pereira","CRB 1265","Centro de Primatologia do Rio de Janeiro","Guapimirim/Magé","RJ","-42.917472","-22.486083","",NA,1997,5,15,"","ok","","","female","",NA,"adulto","","","371",167,"204",23,22,"26","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","MN61815","MNHN","14,03,1","Marmosops incanus","Rosemary","Paulo D’Andrea","LBCE 1447","Centro de Primatologia do Rio de Janeiro","Guapimirim/Magé","RJ","-42.917472","-22.486083","",NA,NA,NA,NA,"","ok","?","?","female","",NA,"adulto","37.25","","278",117,"161",21,20,"24","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crânio e esqueleto não estão na bandeja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","MN42029","MNHN","","Marmosops incanus","","E. Gouvêa","1036","Próximo a sede do Parque Nacional do Itatiaia, capoeira grossa, grota com pouca água","Itatiaia","RJ","","","830",NA,1957,8,7,"","ok","parcial","","male","p3m4",6,"adulto","","","325",155,"170",20,NA,"20","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Id. do Cadú. M. paulensis na etiqueta. M. incanus por Ryanne S. Oliveira e Alan G. Braz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","MN76676","MNHN","14,03,1","Marmosops incanus","","H. G. Bergallo","HGB D825","","Itatiaia","RJ","","","",NA,1999,10,22,"","ok","","","female","",NA,"adulto","46.96","","325",141,"184",29,28,"23","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","MN50633","MNHN","14,03,1","Marmosops incanus","","labvert","GL 01","Glicério","Macaé","RJ","-42.05","-22.233333","250",NA,1991,9,1,"14/out/1991","ok","ok","ok","male","p3m4",6,"adulto","85.3","78.66","362",146,"216",24.5,24,"28","30",TRUE,-0.239273352874612,-0.0940116600640835,0.0316480924890215,-0.34745013235151,-0.018799577930217,0.0941754002354944,0.0479790458545253,-0.274266655797192,-0.170787864619318,0.148809439063138,-0.0963153341257952,-0.167660742030343,-0.293504068385591,-0.141162318494527,0.108219382463872,-0.434186286696702,-0.199654059627621,29.4361410514354,0.507014997581035,0.499400335811945,0.51453957996769,0.567247218190614,0.527931769722815,0.452309538092382,0.38728323699422,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","MN77821","MNHN","14,03,1","Marmosops incanus","","labvert","GL 01(a)","Glicério","Macaé","RJ","-42.05","-22.233333","250",NA,NA,NA,NA,"","","ok","","","p3m4",6,"adulto","","","",NA,"",NA,NA,"","",TRUE,-0.114616830883129,0.21110107158448,-0.500374214991826,0.461877956948399,-0.0262466319661705,-0.505229176865612,0.276934988163007,0.368536523002783,0.0610150589546548,-0.229452989744221,0.14469950912968,-0.233341267623629,0.130362888214542,0.216232930401026,-1.76503644158115,-0.04734995260735,0.0714843814873842,22.8606736558659,0.497223935842073,0.439134355275022,0.469208211143695,0.572794571252313,0.550888529886914,0.500348432055749,0.410521582733813,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","MZ029174","MZUSP","","Marmosops incanus","Mangaratiba","","MAM 188","Área particular da Cia. Mineradoras Brasileiras Reunidas, Ibicuí, 50m; Brasil, Rio de Janeiro, Mangaratiba","Mangaratiba","RJ","-44.03","-22.96","50",FALSE,1993,9,29,"","ok","ok","ok","male","p3m4",6,"adulto","","","",NA,"",NA,NA,"","",TRUE,-0.57697795059903,-0.716870764579284,-0.499045526956056,0.521868045606434,0.34599894933222,0.372552765542896,0.139539269766009,0.399420503450242,-0.61363093264977,-0.337824193700428,0.0188751182662159,-0.238351244658542,-0.467486505391337,0.114803354976252,-0.706439680161267,-1.01568121743851,-0.0468531236360277,27.4566531099477,0.523721665788087,0.479112944816916,0.522887323943662,0.578017923036373,0.518011855905153,0.483726866624123,0.371499468273662,"Coordenadas = área de mata em Ibicuí, Mangaratiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","MN73755","MNHN","14,03,1","Marmosops incanus","Mangaratiba","labvert","RB M005","Fazenda Bom Jardim","Mangaratiba","RJ","-44.108972","-22.920028","31",TRUE,2005,9,17,"","","ok","ok","female","p3m4",6,"adulto","","","",NA,"",NA,NA,"","",TRUE,-0.791609550749648,-0.781360503337702,-1.0362064351829,0.193867070084176,0.412296066304709,0.132784551614992,-0.133523219917404,0.000587437294766957,0.0587725551171516,0.10310761508034,-0.0115265891231564,-0.466077321714423,-0.732055492447691,-0.146904228121011,-1.02599685205288,-0.543825186049794,0.140483553935092,26.0057839720321,0.526506696428571,0.457742639040349,0.482909728308501,0.575892857142857,0.55281007751938,0.483783783783784,0.388003037205771,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","MN73764","MNHN","14,03,1","Marmosops incanus","Mangaratiba","labvert","RB M14","Fazenda Bom Jardim","Mangaratiba","RJ","-44.108972","-22.920028","31",TRUE,2005,9,19,"","","ok","ok","female","p3m4",6,"adulto","","","",NA,"",NA,NA,"","",TRUE,-0.599599492657518,-0.716539904324655,-0.632423175092839,-0.105766397416774,0.385314259005085,-0.344314941347879,0.293219639832206,0.256069251432457,0.153598080408159,0.248538047275288,-0.0442022679108289,-0.563938318675589,-0.809750492091467,-0.122312544135616,-0.647178168272834,-0.393892492772647,0.251754563984786,25.6887251532652,0.524816694867456,0.464070213933077,0.469921534437663,0.572758037225042,0.564746430329887,0.490061686086361,0.387035633055345,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","MN73783","MNHN","14,03,1","Marmosops incanus","Mangaratiba","labvert","RB M40","Fazenda Bom Jardim","Mangaratiba","RJ","-44.108972","-22.920028","31",TRUE,2005,9,21,"","","ok","ok","male","p3m4",6,"adulto","","","",NA,"",NA,NA,"","",TRUE,-0.224602271121988,-0.182336361440626,-0.959575067884995,-0.248089708659613,0.034001811364778,-0.167665960646225,0.215808935398515,-0.107858992281718,-0.386398522425383,-0.824840846741919,-0.0978296636813809,-0.265850915934035,-0.644288517868475,-0.212149301939616,-0.729655858157397,-0.313811812498592,0.0843357024076348,29.0785573920028,0.50920245398773,0.473326867119302,0.554376657824934,0.566625766871166,0.489822433954093,0.459492888064317,0.401069518716578,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","MN73788","MNHN","14,03,1","Marmosops incanus","Mangaratiba","labvert","RB M52","Fazenda Bom Jardim","Mangaratiba","RJ","-44.108972","-22.920028","31",TRUE,2005,9,22,"","","ok","ok","male","p3m4",6,"adulto","","","",NA,"",NA,NA,"","",TRUE,-0.579421204238351,-0.533387053736377,0.0790869732760306,-0.0527766245431422,0.225860139482474,-0.0184627172970355,-0.0120412907307124,-0.0977757556347871,-0.443778268371259,-0.974841812201809,0.0352729795745876,-0.465433358986875,-0.537473832061508,-0.305462214719676,-1.14441708206041,-0.491722272800287,-0.000806451340870096,28.5589775727353,0.518275775144946,0.500124347177319,0.568058076225045,0.567431308293421,0.489560195468681,0.453300124533001,0.399309153713299,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","MN33835","MNHN","14,03,1b","Marmosops incanus","","","","","Mendes","RJ","","","",NA,NA,NA,NA,"","ok","ok","","","",NA,"adulto","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"não está na bandeja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","MN27826","MNHN","14,03,1b","Marmosops incanus","","labvert","TN 15","Tinguá","Nova Iguaçú","RJ","-43.433333","-22.6","",NA,1988,9,11,"","ok","ok","","female","p3m4",6,"adulto","46.1","","",NA,"",NA,NA,"","",TRUE,-1.0119466965541,-0.684557321645549,-1.26662490786701,0.249180444162773,0.36300617841642,-0.105289150380688,0.205354019202074,-0.060809756082282,-0.154943691531436,0.231699239812098,0.147477189369154,-0.705558541471639,-0.643262884783658,-0.17937628297345,-0.362262122412599,-0.0590201576851612,0.11511261440393,25.9367846889317,0.523716517857143,0.453670607643662,0.490451388888889,0.567801339285714,0.566093366093366,0.479138627187079,0.396212402525065,"coordenadas por Paynter & Traylor 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","MN61814","MNHN","14,03,1b","Marmosops incanus","","Paulo D’Andrea","LBCE 831","Praça Verde","Paracambi","RJ","","","",NA,1999,3,18,"25/mar/1999","ok","ok","ok","female","p3m4",6,"adulto","45","","271",108,"163",19,19,"21","",TRUE,-0.107947692531198,-0.0151455135601921,-0.625035157304398,0.481285846542894,0.0799881759545009,-0.318010751994973,0.349914052003952,0.412780675059697,0.185949661316023,0.274842708973386,0.20709524748456,-0.166224451574223,0.0876337503609275,0.411530353930566,-0.214941295258178,-0.127795351013516,0.12014518177785,23.1787488877204,0.504289215686274,0.438112199465717,0.457486136783734,0.578125,0.573396926338103,0.513157894736842,0.38168255283879,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","MZ029172","MZUSP","","Marmosops incanus","","M. A. Mustrangi","MAM 182","Parque Nacional do Itatiaia, Penedo; Brasil, Rio de Janeiro","Penedo","RJ","","","500",NA,1993,9,22,"","ok","ok","ok","male","p3m4",6,"adulto","","","",NA,"",NA,NA,"","",TRUE,0.429851376759864,0.118581366650574,0.0740325329456226,-0.268565592883407,-0.12314866342863,0.298946544546931,-0.486414146945655,-0.169177491295612,-0.0900729670432758,-0.33612248804944,-0.110469844615327,0.477629276636584,-0.0491945995387653,-0.0569628855274731,0.087300012084313,0.161463988045284,0.0390774112504568,29.3059925612493,0.501812907904279,0.49182270680256,0.532883642495784,0.580130529369108,0.494166666666667,0.451364175563464,0.406391220142027,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
