"","id","museu","gaveta","sp","pop","coletor","id.coletor","localidade","municipio","uf","lon","lat","alt","xy.original","ano","mes","dia","morte","pele","cranio","esqueleto","sexo","dentes","classe","idade","peso","peso.morto","compr.total","compr.corpo","compr.cauda","tarso.c.unha","tarso.s.unha","orelha.int","orelha.ext","medido","gls","cb","nas","bbc","zb","poc","ic","lbasi","bps","bam","can","pl","max","sm","mad","alpcor","larcon","size","shape","nas.gls","can.bam","pl.cb","bam.pl","sm.max","alpcor.mad","obs","replicas","gls.1","cb.1","nas.1","bbc.1","zb.1","poc.1","ic.1","lbasi.1","bps.1","bam.1","can.1","pl.1","max.1","sm.1","mad.1","alpcor.1","larcon.1","gls.2","cb.2","nas.2","bbc.2","zb.2","poc.2","ic.2","lbasi.2","bps.2","bam.2","can.2","pl.2","max.2","sm.2","mad.2","alpcor.2","larcon.2","gls.3","cb.3","nas.3","bbc.3","zb.3","poc.3","ic.3","lbasi.3","bps.3","bam.3","can.3","pl.3","max.3","sm.3","mad.3","alpcor.3","larcon.3","gls.4","cb.4","nas.4","bbc.4","zb.4","poc.4","ic.4","lbasi.4","bps.4","bam.4","can.4","pl.4","max.4","sm.4","mad.4","alpcor.4","larcon.4"
"5","MN8656","MNHN","13,12,3","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19959","Aritaguá – Urucutuca, Alagado","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,10,7,"","ok","ok","","male","p3m4",6,"adulto","","70","370",160,"210",23,22,"25","29",TRUE,-0.551139891345258,-0.144263901640628,-2.24766316924896,-0.776756465076453,0.017761589371279,0.375814148312774,0.0144343309822936,-0.349795122865629,-0.163079751030575,-0.226799856994202,0.0910546486487309,-0.522482628922507,0.224625068693257,-0.106746103547245,-0.588784584948797,-0.322595996436725,-0.16619261104655,28.9373754856932,0.508253264350825,0.444635403879204,0.540859309182814,0.559990145355999,0.52221733391993,0.442873969375736,0.398528920093614,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","MN11136","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 22507","Aritaguá – Urucutuca, Alagado","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,11,26,"","ok","ok","","female","p3m4",6,"adulto","","52","323",138,"185",20,18,"20","24",TRUE,-0.446585275272767,-0.467085058977474,-0.0758986481936184,0.000814784054512074,0.245958611019169,0.264938456219389,-0.151940439623464,-0.00741666010570441,0.454259489742621,-0.274879649442354,0.0598657026604394,-0.222126751843224,0.0646009946201094,-0.0882365670207559,0.153005136061314,NA,-0.136484892432676,26.1096533872053,0.517355371900826,0.480086114101184,0.507233273056058,0.577410468319559,0.527671755725191,0.46227621483376,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","MN8638","MNHN","13,12,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 22511","Aritaguá – Urucutuca, Alagado","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,11,26,"","ok","parcial","","female","",NA,"adulto","","62","319",139,"180",21,19,"19","23",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493705035971223,NA,0.521575984990619,0.472276581865623,0.374729241877256,"crânio parcial, falta uma parte posterior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","MN11145","MNHN","13,13,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23263","Aritaguá – Urucutuca, Alagado","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,1,10,"","ok","ok","","male","p3m4",6,"adulto","","75","365",155,"210",21,19,"20","23",TRUE,0.733002364843941,0.340037990919903,0.446450446213269,-1.45364569849366,-0.236201226550364,0.192169580677183,-0.107331118497218,-0.309644999785643,-0.296742351052871,0.0434283170608243,0.218405938792388,0.204890075119859,0.403649127957074,-0.139292086026329,0.776537938551076,-0.625539372721095,-0.178504022131815,29.418998963255,0.496526946107784,0.49765478424015,0.54441727791361,0.570299401197605,0.515329693406132,0.434331797235023,0.373073293488518,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","MN11111","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23632","Aritaguá – Urucutuca, Alagado","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,3,1,"","ok","ok","","female","p3m4",6,"adulto","","58","333",135,"198",20,19,"22","26",TRUE,-0.264365912462942,-0.263619071993674,0.0338415047128393,-1.23518957958751,0.128696198825956,-0.698628001637668,-0.517269662978141,-0.730487746755186,NA,0.832141272832981,-0.226504735587028,-0.367814811430321,-0.212315715419129,-0.110179410771719,0.546287267160931,NA,-0.104574592040525,26.6774061707655,0.511528150134048,0.484243697478992,0.444805194805195,0.56916890080429,0.580310880829016,0.466025641025641,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","MN11108","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23691","Aritaguá – Urucutuca, Alagado","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,3,4,"","ok","ok","","female","p3m4",6,"adulto","","65","343",147,"196",22,21,"25","32",TRUE,0.481721327412188,-0.223417896288638,-0.285273986600522,-0.557813020533361,0.106893778124029,-0.16197251867005,-0.51283094372674,-0.0458228015658744,0.0868471059028062,0.0668154357128188,0.077829672080779,-0.469459509442519,-0.186050640240948,-0.136385004034581,-0.394495288041785,-0.711300055471634,-0.11839051602718,26.7342851035894,0.510422234099412,0.467095115681234,0.501296456352636,0.56574024585783,0.546528105810109,0.463258785942492,0.375495495495495,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","MN8619","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19139","Aritaguá – Urucutuca, Alagado (Brejo)","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,8,15,"","ok","ok","","male","p3m4 (gastos)",7,"adulto","","72","375",165,"210",22,22,"22","25",TRUE,1.11344209272303,1.1389869659873,0.499110092521367,-0.80370171157311,-0.590479514276765,0.742940206958938,0.4217276660261,-0.596678385187142,0.434743237159008,0.316146703107306,0.260273790650088,0.346364381301534,0.522820730042579,-0.0821780539621573,0.673386737501293,0.2571028971294,0.0842572154240879,27.8872730828957,0.476485148514852,0.486229588106264,0.519373454245672,0.56509900990099,0.53131844064827,0.441211401425178,0.398336106489185,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","MN11154","MNHN","13,13,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19125","Aritaguá – Urucutuca, Alagado (Ilha)","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,8,14,"","ok","ok","","female","p3m4",6,"adulto","","27","280",120,"160",18,17,"22","25",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444643390032826,0.473887814313346,0.583699059561129,0.55531686358754,0.495476687543493,0.386892177589852,"crânio com zigomático quebrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","MN8610","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19141","Aritaguá – Urucutuca, Alagado (Ilha)","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,11,15,"","ok","ok","","male","p3m4",6,"adulto","","56","372",150,"222",23,22,"23","26",TRUE,1.43598543963451,1.38711284797606,1.32046079332838,-0.382927082656895,-0.677581725983817,-0.160365504096305,-0.0898260391367236,-0.59344309133054,0.333943699044032,0.0091696720872303,0.271122850481449,1.09562910656718,0.679542815330212,0.200764673456962,0.623482401549449,-0.182009492132339,-0.0778448900199114,26.5770954018681,0.468951301211028,0.495334174022699,0.518744551002616,0.582839474362278,0.507073386383731,0.460182370820669,0.38006993006993,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","MN11147","MNHN","13,13,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19085","Aritaguá – Urucutuca, Brejo","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,8,11,"","ok","ok","","male","p3m4",6,"adulto","","75","400",165,"235",28,27,"27","29",TRUE,0.379563270902892,0.423218668273236,-0.117649600311562,-0.430770812243988,-0.263072217719088,-0.143158642111997,0.218794886004478,-0.0260794702989831,-0.224813756096616,0.366889518694959,0.205712564782651,0.12623394379397,0.442286237173914,-0.389055814050523,-0.185511707990912,-1.01080594408606,-0.215314553597088,28.7752306680589,0.494258490105057,0.484921592279855,0.522544283413849,0.568287319814317,0.53396388650043,0.42148277875073,0.369940278699403,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","MN8621","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19119","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,8,14,"","ok","parcial","","female","p3m4",6,"adulto","","38","310",125,"185",20,19,"21","24",TRUE,NA,1.18185374541203,NA,-0.699299092531763,-0.537856044097346,-0.268443447742332,-0.889934852777326,-0.280964573229607,0.283782505035997,-0.108653842737892,0.244431978973526,0.730186742797191,0.407257013220935,-0.135898765627295,NA,NA,NA,24.7133627821064,0.471519866629619,NA,0.498617511520737,0.580439010836343,0.519387266634753,0.456493506493506,NA,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","MN8666","MNHN","13,12,3","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19133","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,8,15,"","ok","parcial","","female","p3m4",6,"adulto","","34","315",135,"180",19,19,"23","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crânio bem quebrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","MN11137","MNHN","13,13,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 19938","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,10,6,"","ok","ok","","male","p3m4",6,"adulto","","58","378",160,"218",21,20,"27","30",TRUE,0.387174611496626,0.289934611588329,0.0279914946763569,-1.08558374767326,-0.201469884230058,0.330468174835766,0.173552684422894,-0.790518574817614,0.197533598331108,0.512483136773291,0.180100059392452,-0.19160381066601,0.478027780385339,-0.34108553252284,0.0187115689103479,-0.492659100726325,-0.0688609991304836,28.9771496182768,0.497565725413827,0.489453499520614,0.516640253565769,0.56207400194742,0.546556951061065,0.422608695652174,0.385143979057592,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","MN8630","MNHN","13,12,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 21606","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,10,11,"","ok","ok","","male","p3m4",6,"adulto","","57","342",140,"202",22,21,"24","27",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4777633289987,0.504424778761062,NA,0.532767562470533,0.452711223203026,0.370263442800433,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","MN8617","MNHN","13,12,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 22448","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,11,23,"","ok","ok","","female","p3m4",6,"adulto","","48","291",128,"163",20,18,"19","23",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446944444444444,0.463860933211345,NA,NA,0.486147757255937,0.384819734345351,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",TRUE,36,NA,16.09,12.45,17.67,6.46,7.6,12.16,NA,10.93,5.07,NA,15.16,7.37,26.35,10.14,1.13,36.06,34.75,16.09,12.62,17.72,6.34,7.83,12.13,NA,10.92,5.17,NA,15.15,7.19,25.36,10.11,1.08,35.97,NA,16.08,12.51,17.73,6.38,7.61,12.24,NA,10.87,5.05,NA,15.04,7.1,26.11,9.99,1.08,36.08,NA,15.96,12.94,17.75,6.4,7.73,12.08,NA,10.86,5.03,NA,15.03,7.26,26.17,10.18,1.03
"21","MN11129","MNHN","13,12,4","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 22466","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,11,24,"","ok","parcial","","female","p3m4",6,"adulto","","51","326",133,"193",20,18,"22","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crânio parcial, falta a parte posterior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","MN8651","MNHN","13,12,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 22514","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,11,27,"","ok","ok","","female","p3m4",6,"adulto","","48","310",122,"188",19,17,"19","23",TRUE,-0.576332870472356,-0.248155970077129,-0.515616605972028,-0.614667414220545,0.158792214747194,-0.259251492591114,-0.0681889842834691,-0.0382264435481492,NA,-0.155875282871317,0.365720321081273,-0.252473202780507,-0.326847957716163,-0.0931174364732108,-0.441477796145115,-0.247738394343386,0.20045297172015,24.9628423862348,0.511314809510169,0.461733258300507,0.515179392824287,0.575479805213406,0.541065206570433,0.48070412999323,0.387059279349089,"crânio sujo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","MN8661","MNHN","13,12,3","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 22548","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1944,11,30,"","ok","ok","","male","p3m4 (gastos)",7,"adulto","","105","379",163,"216",23,21,"23","27",TRUE,0.0541046684698969,0.468601849523147,-0.177048762868534,-0.749462426265262,-0.345634565607867,0.972490780027885,0.4607704180656,-0.333374726410291,-0.181443314432007,0.120031429758759,-0.147259085989348,0.311151905916297,0.346610558790555,-0.113368328557466,0.0417555858667455,NA,-0.146292283865181,31.4728263745092,0.494414655942806,0.501232354918217,0.533333333333333,0.567917783735478,0.507474429583005,0.428964757709251,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","MN8631","MNHN","13,12,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23592","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,2,27,"","ok","ok","","male","dp3m4",5,"adulto","","43","322",126,"196",15,14,"17","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","MN8655","MNHN","13,12,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23598","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,2,27,"","ok","","","female","",NA,"adulto","","35","302",120,"182",14,13,"20","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","MN8650","MNHN","13,12,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23685","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,3,4,"","ok","ok","","male","p3m4",6,"adulto","","50","317",125,"192",22,21,"23","31",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467376467376467,0.49667616334283,0.565979090138457,0.525711432850724,NA,0.359427926232593,"crânio com zigomático esquerdo quebrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","MN24703","MNHN","13,13,3","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23698","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,3,4,"","ok","","","female","",NA,"adulto","","57","330",140,"190",21,20,"24","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","MN8641","MNHN","13,12,2","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23863","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,4,15,"","ok","ok","","male","p3m4",6,"adulto","","51","364",149,"215",22,21,"23","27",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477820025348542,0.492863140218304,NA,0.531459170013387,0.439456585942115,0.364418444597385,"crânio sujo",TRUE,39.45,NA,18.85,13.17,19.17,6.78,7.5,NA,NA,11.91,5.87,22.41,16.93,7.44,29.06,10.59,1.71,39.15,NA,18.65,12.9,19.24,6.64,8.12,NA,NA,11.65,5.86,22.23,16.64,7.45,28.81,11.02,1.43,39.15,NA,18.9,13.12,19.2,6.65,8.12,NA,NA,11.44,5.99,22.13,16.62,7.46,29.23,10.76,1.39,39.17,NA,19.4,13.63,19.2,6.73,8.17,NA,NA,11.41,5.73,22.15,16.62,7.41,29.17,10.8,1.29
"32","MN24695","MNHN","13,13,1","Marmosops incanus","","Serviço de Estudos e Pesquisas sobre a Febre Amarela","M 23888","Aritaguá – Urucutuca, Capueira","Ilhéus","BA","-39.116667","-14.65","",TRUE,1945,4,17,"","ok","ok","","female","p3m4",6,"adulto","","49","320",130,"190",21,20,"21","24",TRUE,0.484999803851551,0.318413537467514,0.581525152607167,-0.88199001574079,-0.122996849379206,-0.326480065207805,0.0820933899169338,-0.138529684248727,0.0296537013539844,-0.256202384747914,-0.113727280784459,0.205329447649873,0.294592944143863,0.172946538850453,0.605865656048099,-0.133467513534699,0.100330981148427,24.8156039620236,0.495038276155373,0.477341389728097,0.473438956197577,0.579529345052452,0.524951076320939,0.479452054794521,0.37565543071161,"crânio um pouco sujo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
