id,museu,sp,pop,coletor,localidade,municipio,uf,lon,lat,alt,xy.original,ano,mes,dia,sexo,dentes,classe,idade,peso.morto,gls,cb,nas,bbc,zb,poc,ic,lbasi,bps,bam,can,pl,max,sm,mad,alpcor,larcon,obs,replicas,gls.1,cb.1,nas.1,bbc.1,zb.1,poc.1,ic.1,lbasi.1,bps.1,bam.1,can.1,pl.1,max.1,sm.1,mad.1,alpcor.1,larcon.1,gls.2,cb.2,nas.2,bbc.2,zb.2,poc.2,ic.2,lbasi.2,bps.2,bam.2,can.2,pl.2,max.2,sm.2,mad.2,alpcor.2,larcon.2,gls.3,cb.3,nas.3,bbc.3,zb.3,poc.3,ic.3,lbasi.3,bps.3,bam.3,can.3,pl.3,max.3,sm.3,mad.3,alpcor.3,larcon.3,gls.4,cb.4,nas.4,bbc.4,zb.4,poc.4,ic.4,lbasi.4,bps.4,bam.4,can.4,pl.4,max.4,sm.4,mad.4,alpcor.4,larcon.4
MN8656,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,10,7,male,p3m4,6,adulto,70,40.73,40.59,18.11,13.15,20.63,6.58,8.21,13,6.71,11.87,6.42,22.73,16.98,7.52,29.91,11.92,1.21,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11136,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,26,female,p3m4,6,adulto,52,37.16,36.3,17.84,13.3,18.78,6.8,7.27,12.58,6.66,11.06,5.61,20.96,15.64,7.23,27.63,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8638,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,26,female,,,adulto,62,,,18.15,13.29,18.73,6.7,8.83,,,11.12,5.49,21.32,15.33,7.24,27.7,10.38,1.4,"crânio parcial, falta uma parte posterior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11145,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,1,10,male,p3m4,6,adulto,75,42.64,41.75,21.22,12.58,20.73,6.34,8.22,13.17,6.69,12.27,6.68,23.81,17.36,7.54,31.79,11.86,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11111,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,1,female,p3m4,6,adulto,58,38.08,37.3,18.44,12.19,19.08,5.77,7.06,12.01,,12.32,5.48,21.23,15.6,7.27,28.63,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11108,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,4,female,p3m4,6,adulto,65,38.9,37.42,18.17,12.88,19.1,6.3,7.08,12.71,6.44,11.57,5.8,21.17,15.65,7.25,27.75,10.42,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8619,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Alagado (Brejo)",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,15,male,p3m4 (gastos),7,adulto,72,41.03,40.4,19.95,12.89,19.25,7.07,8.33,12.47,7.06,12.13,6.3,22.83,16.84,7.43,30.05,11.97,1.39,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11154,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Alagado (Ilha)",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,14,female,p3m4,6,adulto,27,33.51,31.9,14.9,12.66,,6.67,7.2,11.57,5.47,10.34,4.9,18.62,14.37,7.12,23.65,9.15,1.04,crânio com zigomático quebrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8610,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Alagado (Ilha)",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,15,male,p3m4,6,adulto,56,39.65,38.81,19.64,13.02,18.2,6.32,7.46,12.12,6.65,11.47,5.95,22.62,16.45,7.57,28.6,10.87,1.14,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11147,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Brejo",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,11,male,p3m4,6,adulto,75,41.45,40.93,20.1,13.46,20.23,6.08,8.37,13.28,6.61,12.42,6.49,23.26,17.13,7.22,30.14,11.15,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8621,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,14,female,p3m4,6,adulto,38,,35.99,,12.29,16.97,6.43,6.15,11.93,6.16,10.85,5.41,20.89,15.4,7.03,,,,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11137,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,10,6,male,p3m4,6,adulto,58,41.72,41.08,20.42,12.85,20.44,6.53,8.38,12.57,7.08,12.62,6.52,23.09,17.25,7.29,30.56,11.77,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8630,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,10,11,male,p3m4,6,adulto,57,38.45,,18.37,13.2,18.86,6.11,7.42,12.63,6.49,11.3,5.7,21.21,15.86,7.18,27.71,10.26,1.16,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8617,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,23,female,p3m4,6,adulto,48,36,,16.09,12.45,17.67,6.46,7.6,12.16,,10.93,5.07,,15.16,7.37,26.35,10.14,1.13,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",TRUE,36,,16.09,12.45,17.67,6.46,7.6,12.16,,10.93,5.07,,15.16,7.37,26.35,10.14,1.13,36.06,34.75,16.09,12.62,17.72,6.34,7.83,12.13,,10.92,5.17,,15.15,7.19,25.36,10.11,1.08,35.97,,16.08,12.51,17.73,6.38,7.61,12.24,,10.87,5.05,,15.04,7.1,26.11,9.99,1.08,36.08,,15.96,12.94,17.75,6.4,7.73,12.08,,10.86,5.03,,15.03,7.26,26.17,10.18,1.03
MN8651,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,27,female,p3m4,6,adulto,48,35.54,34.91,16.41,12.43,17.85,6.41,7.04,12.24,,10.87,5.6,20.09,14.77,7.1,25.81,9.99,1.31,crânio sujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8661,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,30,male,p3m4 (gastos),7,adulto,105,44.63,44.76,22.37,13.74,22.13,6.88,9.35,13.7,7.29,12.9,6.88,25.42,18.16,7.79,33.25,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8650,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,4,male,p3m4,6,adulto,50,36.63,35.39,17.12,12.44,,6.27,7.19,12.19,6.09,10.53,5.23,20.03,,,26.57,9.55,1.16,crânio com zigomático esquerdo quebrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8641,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,4,15,male,p3m4,6,adulto,51,39.45,,18.85,13.17,19.17,6.78,7.5,,,11.91,5.87,22.41,16.93,7.44,29.06,10.59,1.71,crânio sujo,TRUE,39.45,,18.85,13.17,19.17,6.78,7.5,,,11.91,5.87,22.41,16.93,7.44,29.06,10.59,1.71,39.15,,18.65,12.9,19.24,6.64,8.12,,,11.65,5.86,22.23,16.64,7.45,28.81,11.02,1.43,39.15,,18.9,13.12,19.2,6.65,8.12,,,11.44,5.99,22.13,16.62,7.46,29.23,10.76,1.39,39.17,,19.4,13.63,19.2,6.73,8.17,,,11.41,5.73,22.15,16.62,7.41,29.17,10.8,1.29
MN24695,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,4,17,female,p3m4,6,adulto,49,36.41,35.27,17.38,12.13,17.46,6.36,7.15,12.1,5.93,10.73,5.08,20.44,15.33,7.35,26.7,10.03,1.2,crânio um pouco sujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11161,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,4,18,male,p3m4,6,adulto,63,40.06,,18.81,13.41,19.87,6.72,8.11,13.38,6.56,11.6,5.82,22.8,16.65,7.25,29.66,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11160,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Aritaguá – Urucutuca, Roça de bananeiras",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,10,male,p3m4,6,adulto,77,42.98,42.71,20.07,13.82,20.75,6.68,8.02,13.58,7.77,12.4,6.46,24.42,17.1,7.2,32.6,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8658,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Banco da Vitória – Pirataquissé, Mata do Limoeiro",Ilhéus,BA,-39.116667,-14.066667,,TRUE,1944,12,19,male,p3m4 (gastos),7,adulto,72,41,40.67,19.47,13.06,20.62,6.19,8.2,12.8,7.17,12.19,6.59,23.36,17.14,7.86,31.01,11.57,1.2,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8615,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Banco da Vitória – Pirataquissé, Mata M.",Ilhéus,BA,-39.116667,-14.066667,,TRUE,1944,5,12,female,p3m4,6,adulto,65,39.96,39.47,19.28,12.4,19.57,6.33,7.3,12.46,7.31,12.24,6.37,22.52,16.21,7.57,29.66,11.58,1.06,etiqueta - 350-185-21-20-23(25) 65g. Assumi que o primeiro valor é o comprimento total do corpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8642,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,27,male,p3m4,6,adulto,103,43.68,43.3,21.34,13.35,22,6.37,9.06,13.87,,12.71,6.97,24.37,18.02,7.52,31.81,13.29,1.56,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11155,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,28,male,p3m4 (gastos),7,adulto,72,40.43,39.65,19.33,12.63,19.89,6.24,7.7,13.25,6.59,12.09,6.37,22.6,16.9,7.63,29.6,10.82,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11135,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,28,male,p3m4 (gastos),7,adulto,89,44.37,43.3,22.59,13.94,21.28,6.29,8.43,13.71,7.58,12.85,7.15,24.27,17.29,7.33,32.31,12.9,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11130,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Cacáu",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,16,male,p3m4,6,adulto,70,39.62,39.53,18.36,12.46,20.27,6.31,8.16,12.91,7.12,12.41,6.24,22.32,16.45,7.59,29.7,10.79,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8632,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Cacáu",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,21,male,p3m4 (gastos),7,adulto,57,42.39,41.83,19.74,12.96,20.68,6.76,8.2,12.99,6.71,12.47,6.15,23.63,17.46,7.35,31.45,11.35,1.27,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11158,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Cacáu",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,23,female,p3m4,6,adulto,46,38.26,37.51,18.53,12.79,18.78,6.35,6.92,12.93,7.09,11.75,5.65,21.61,15.93,7.08,27.95,11.21,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8663,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Cacáu",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,11,18,male,p3m4 (gastos),7,adulto,95,43.71,43.41,20.95,12.94,20,6.15,8.75,13.09,7.11,12.18,6.39,24.71,17.75,7.66,32.6,12.43,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8606,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Cacáu",Ilhéus,BA,-39.183333,-14.65,,TRUE,1945,1,1,female,p3m4,6,adulto,70,39,38.11,18.89,12.9,19.86,6.65,8.91,12.47,,11.94,6.2,21.34,15.7,7.3,28.06,10.47,1.1,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11109,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Mico",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,18,male,p3m4 (gastos),7,adulto,,,,22,12.87,21.65,6.71,9.02,,7.78,12.52,6.89,23.87,17.32,7.16,31.14,12.29,1.29,"crânio parcial, falta a parte posterior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11128,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Mico",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,20,female,p3m4,6,adulto,46,39.1,37.97,19.26,13.17,18.45,6.56,7.99,13.04,6.49,11.38,5.57,22.06,16.08,7.31,28.32,10.89,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8618,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Mico",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,9,24,female,p3m4,6,adulto,51,37.08,35.9,17.68,12.5,18.03,6.27,,12.21,,11.25,5.72,,15.54,7.27,27.08,,1.17,crânio um pouco sujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8608,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Mico",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,11,12,female,p3m4,6,adulto,57,38.29,36.9,18.11,12.01,18.42,6.23,7.68,12.48,6.44,11.4,5.7,20.98,15.52,7.06,27.91,10.78,1.21,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8626,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Mico",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,11,15,male,p3m4 (gastos),7,adulto,105,43.25,42.92,20.91,13.58,23.03,6.34,8.57,13.63,7.15,12.67,6.76,24.18,17.39,7.56,31.6,12.38,1.48,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",TRUE,43.25,42.92,20.91,13.58,23.03,6.34,8.57,13.63,7.15,12.67,6.76,24.18,17.39,7.56,31.6,12.38,1.48,43.47,42.93,20.6,13.81,21.65,6.32,8.16,13.46,6.88,12.46,6.64,24.18,17.42,7.47,31.97,12.47,1.29,43.43,42.94,20.44,13.23,21.52,6.31,8.42,13.42,7.2,12.56,6.65,24.18,17.37,7.55,31.99,12.26,1.31,43.49,42.99,21.11,13.4,21.58,6.32,8.6,13.45,7.15,12.58,6.65,24.16,17.37,7.53,31.92,12.58,1.39
MN8660,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Mico",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,12,30,male,p3m4 (gastos),7,adulto,90,41.54,,20.1,12.65,20.97,6.2,8.38,13.46,7.1,12.44,6.8,22.97,16.88,7.42,30.19,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8647,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Mico",Ilhéus,BA,-39.183333,-14.65,,TRUE,1945,2,16,female,p3m4 (p3 eclodindo),5,adulto,26,33.34,32.35,14.5,12.67,16.06,5.79,6.75,11.91,5.69,10.8,4.69,18.57,14.38,7.18,23.89,8.8,1.01,crânio sujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11107,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Mico",Ilhéus,BA,-39.183333,-14.65,,TRUE,1945,2,21,male,p3m4,6,adulto,41,36.4,35.39,16.7,12.59,17.6,6.49,7.69,,,11.7,5.5,20.33,15.52,7.52,26.48,9.9,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8604,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueira do Mico",Ilhéus,BA,-39.183333,-14.65,,TRUE,1945,4,9,male,p3m4,6,adulto,93,40.04,39.63,18.87,12.85,20.69,6.75,8.47,13.72,6.32,11.84,6.22,22.46,16.29,7.21,30.35,11.98,1.28,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8639,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueirão",Ilhéus,BA,-39.183333,-14.65,,TRUE,1945,1,5,male,p3m4 (gastos),7,adulto,90,42.87,42,20.88,13.46,21.47,6.33,9.3,13.61,6.91,12.92,6.78,23.79,17.71,7.51,31.79,12.31,1.32,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8609,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueirão (Estrada Retiro)",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,7,20,female,p3m4,6,adulto,,39.25,38.31,18.64,13.34,20.06,6.42,7.83,13.08,6.93,11.63,5.93,21.86,16.03,7.09,28.91,11.63,1.27,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8664,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueirão (Estrada Retiro)",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,11,12,male,p3m4 (gastos),7,adulto,100,43.55,43.23,21.52,12.84,21.19,6.51,8.75,13.69,7.73,12.57,6.62,24.34,18.08,7.28,32.3,12.1,1.62,,TRUE,43.55,43.23,21.52,12.84,21.19,6.51,8.75,13.69,7.73,12.57,6.62,24.34,18.08,7.28,32.3,12.1,1.62,43.68,,22.26,13.15,21.23,6.35,8.28,13.57,7.21,12.46,6.56,24.31,17.82,7.34,32.36,12.21,1.52,43.64,43.16,23.49,13.54,21.32,6.35,8.26,13.51,7.02,12.52,6.49,24.29,17.82,7.49,32.26,12.22,1.43,43.56,43.15,21.74,13.77,21.3,6.37,8.69,13.52,7.57,12.24,6.4,24.25,17.81,7.33,32.18,12.44,1.51
MN8662,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueirão (Lavapés)",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,11,16,male,p3m4 (gastos),7,adulto,87,,,,13.53,21.65,6.82,8.55,14.13,7.31,12.45,6.81,,16.7,7.43,31.47,,1.35,"crânio parcial, rostro meio quebrado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN8636,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueirão (Lavapés)",Ilhéus,BA,-39.183333,-14.65,,TRUE,1944,12,31,female,,,adulto,50,35.36,34.71,16.21,12.75,18.67,6.25,7.18,12.66,6.01,11.46,5.44,19.04,15.17,7.13,26.45,10.17,1.17,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN11131,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,"Rio do Braço – Almada, Capueirão (Lavapés)",Ilhéus,BA,-39.183333,-14.65,,TRUE,1945,2,18,female,p3m4,6,adulto,59,37.86,36.63,18.48,12.72,19.3,5.98,7.52,12.55,6.62,11.46,5.49,20.76,15.16,7.11,27.54,10.99,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN29692,MNHN,Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,,Ilhéus,BA,,,,,,,,,p3m4,6,adulto,,40.01,38.54,18.66,13.38,19.28,7.03,8.07,12.83,,11.76,5.71,22.54,16.56,7.72,29.32,10.43,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
