id,museu,sp,pop,coletor,localidade,municipio,uf,lon,lat,alt,xy.original,ano,mes,dia,sexo,dentes,classe,idade,peso.morto,gls,cb,nas,bbc,zb,poc,ic,lbasi,bps,bam,can,pl,max,sm,mad,alpcor,larcon,obs,replicas,gls.1,cb.1,nas.1,bbc.1,zb.1,poc.1,ic.1,lbasi.1,bps.1,bam.1,can.1,pl.1,max.1,sm.1,mad.1,alpcor.1,larcon.1,gls.2,cb.2,nas.2,bbc.2,zb.2,poc.2,ic.2,lbasi.2,bps.2,bam.2,can.2,pl.2,max.2,sm.2,mad.2,alpcor.2,larcon.2,gls.3,cb.3,nas.3,bbc.3,zb.3,poc.3,ic.3,lbasi.3,bps.3,bam.3,can.3,pl.3,max.3,sm.3,mad.3,alpcor.3,larcon.3,gls.4,cb.4,nas.4,bbc.4,zb.4,poc.4,ic.4,lbasi.4,bps.4,bam.4,can.4,pl.4,max.4,sm.4,mad.4,alpcor.4,larcon.4
UFES474,UFES,Marmosops incanus,Duas Bocas,Leonora Pires Costa,"Reserva Biológica Duas Bocas, Alto Alegre",Cariacica,ES,-40.5113888888889,-20.2811111111111,550,TRUE,2007,4,27,male,p3m4 (p3 eclodindo),5,adulto,,37.12,36.54,17.44,13.73,18.3,7.23,7.47,12.65,6.23,11.26,5.35,21.4,15.64,7.83,27.29,10.32,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2555,UFES,Marmosops incanus,Forno Grande,Leonora Pires Costa,Parque Estadual do Forno Grande,Castelo,ES,-41.0838894,-20.5166672,1131,TRUE,2013,9,27,male,p3m4,6,adulto,,43.34,43.62,21.1,13.96,21.19,6.63,8.47,13.79,7.56,11.95,6.26,24.7,17.39,7.58,32.2,12.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2566,UFES,Marmosops incanus,Forno Grande,Leonora Pires Costa,Parque Estadual do Forno Grande,Castelo,ES,-41.0838905,-20.5166683,1131,TRUE,2013,9,28,female,p3m4,6,adulto,,37.36,36.2,17.35,13.25,18.05,6.71,7.08,12.68,6.11,11.26,5.18,20.92,15.28,7.28,26.84,10.14,1.18,,TRUE,37.25,36.23,17.1,13.37,18.06,6.76,7.11,12.77,6.04,11.03,5.04,20.87,15.29,7.29,26.88,10.69,1.15,37.31,36.26,17.07,13.29,18.07,6.76,7.17,12.72,5.9,11.01,5.05,20.96,15.29,7.28,27.19,10.6,1.18,37.27,36.25,17.17,13.27,18.05,6.65,7.05,12.74,6.16,11.02,5.07,20.96,15.3,7.27,26.91,10.6,1.16,37.24,36.25,17.06,13.33,18.09,6.63,7.19,12.71,5.98,11.15,5.07,20.89,15.31,7.28,26.93,10.59,1.09
UFES2696,UFES,Marmosops incanus,Forno Grande,Leonora Pires Costa,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,2,13,male,dp3m4 (m4 eclodindo),4,subadulto,,33.17,32.03,14.23,12.16,15.59,6.54,6.65,11.13,5.23,10.29,4.61,18.39,14.19,7.15,23.84,8.76,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2700,UFES,Marmosops incanus,Forno Grande,Leonora Pires Costa,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,3,17,male,p3m4,6,adulto,,35.48,34.89,16.03,13.07,17.28,6.73,7.02,12.09,5.9,10.14,4.94,20.3,15.2,7.52,25.85,9.1,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2725,UFES,Marmosops incanus,Forno Grande,Leonora Pires Costa,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,6,5,male,p3m4,6,adulto,,37.88,37.38,,12.84,17.62,6.61,6.97,12.38,6.11,11.16,5.58,21.59,16.14,7.38,28.06,10.99,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2726,UFES,Marmosops incanus,Forno Grande,Leonora Pires Costa,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,6,5,,p3m4,6,adulto,,34.72,33.64,15.99,13.11,16.41,6.62,6.8,11.85,5.4,10.42,4.99,19.66,14.83,7.25,24.83,9.4,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2730,UFES,Marmosops incanus,Forno Grande,Leonora Pires Costa,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,6,6,male,p3m4,6,adulto,,38.75,37.87,18.46,13.36,18,6.61,7.45,12.71,6.19,11.05,5.57,21.68,15.87,7.31,28.16,11.11,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2731,UFES,Marmosops incanus,Forno Grande,Leonora Pires Costa,Parque Estadual do Forno Grande,Castelo,ES,-41.083444,-20.51886,1151,TRUE,2014,6,6,female,p3m4,6,adulto,,34.46,33.41,15.7,12.91,16.42,6.47,6.7,11.75,5.53,10.69,4.97,19.43,14.79,7.47,24.86,9.7,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2669,UFES,Marmosops incanus,Mata das Flores,Leonora Pires Costa,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2013,11,23,female,p3m4,6,adulto,,39.46,38.84,19.15,13.19,19.1,6.75,7.49,12.38,6.31,11.19,5.84,22.16,15.82,7.36,29.42,11.77,1.26,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2674,UFES,Marmosops incanus,Mata das Flores,Leonora Pires Costa,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,21,male,dp3m4,5,adulto,,34.48,32.68,15.67,12.76,16.37,6.8,7.13,11.8,5.43,10.42,4.81,18.89,14.58,7.19,24.13,9.72,1.19,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2675,UFES,Marmosops incanus,Mata das Flores,Leonora Pires Costa,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,21,male,dp3m4 (m4 eclodindo),4,subadulto,,34.93,33.61,15.06,12.98,17.19,6.94,7.06,12.15,5.67,11.39,5.2,19.43,15.01,7.4,25.26,10.16,1.03,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2679,UFES,Marmosops incanus,Mata das Flores,Leonora Pires Costa,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,23,male,dp3m4 (m4 eclodindo),4,subadulto,,33.3,32.05,14.9,12.54,16.18,7.11,7.06,11.74,5.16,10.37,4.9,18.35,14.32,7.36,23.56,8.94,1,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2680,UFES,Marmosops incanus,Mata das Flores,Leonora Pires Costa,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,24,female,p3m4,6,adulto,,40.05,39.15,20.54,13.63,20.32,6.12,7.63,12.87,6.45,12.15,6.46,22.34,15.6,7.13,29.29,11.31,1.24,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2681,UFES,Marmosops incanus,Mata das Flores,Leonora Pires Costa,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,25,male,dp3m4 (m4 eclodindo),4,subadulto,,34.2,32.73,14.51,13.02,16.37,7.15,7.28,11.56,5.28,10.56,4.82,19.08,14.53,7.18,24.77,8.86,1.13,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2683,UFES,Marmosops incanus,Mata das Flores,Leonora Pires Costa,Parque Estadual Mata das Flores,Castelo,ES,-41.181389,-20.598333,120,FALSE,2014,2,27,male,dp3m4 (m4 eclodindo),4,subadulto,,32.93,31.15,14.97,12.54,16.36,6.95,6.78,11.56,5.13,10.38,4.86,18.22,13.9,6.94,23.42,8.86,1.04,"Modifiquei as coordenadas pois as originais caíam em Santa Maria de Jetibá. Originais: -41.122222 , -20.290833 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1194,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8225,-18.3552777777778,32,TRUE,2009,6,24,male,p3m4 (p3 eclodindo),5,adulto,,34.95,34.93,16.27,12.69,17.27,6.22,7.01,12.06,5.88,11.03,5.09,20.11,15.5,7.59,25.83,10.41,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1195,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8225,-18.3552777777778,32,TRUE,2009,6,24,male,p3m4,6,adulto,,39.71,39.46,19.8,13.61,18.54,6.63,6.97,12.81,6.35,11.62,5.9,23.11,16.63,7.4,29.77,11.81,1.43,,TRUE,39.64,39.46,19.83,13.71,18.75,6.45,7.68,12.81,6.24,11.56,5.76,23.06,16.67,7.41,29.3,11.57,1.33,39.66,39.48,19.79,13.61,18.7,6.53,7.55,12.75,6.26,11.6,5.79,23.12,16.58,7.46,29.78,11.15,1.42,39.63,39.49,19.75,13.75,18.73,6.72,7.46,12.81,6.12,11.59,5.83,23.08,16.65,7.48,29.65,11.33,1.36,39.65,39.5,19.82,13.84,18.75,6.52,7.36,12.82,6.16,11.53,5.81,23.05,16.76,7.34,29.61,11.66,1.33
UFES1196,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8225,-18.3552777777778,32,TRUE,2009,6,24,female,p3m4,6,adulto,,34.71,33.48,15.89,12.69,16.69,6.35,7,11.77,5.73,10.9,4.83,19.71,14.61,7.31,25.1,9.26,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1197,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8225,-18.3552777777778,32,TRUE,2009,6,25,male,p3m4,6,adulto,,37.46,36.51,16.29,13,17.9,6.39,7.25,12.34,5.8,11.27,5.73,21.07,15.7,7.35,27.36,10.49,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2896,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,12,female,p3m4,6,adulto,,35.68,34.9,17.44,12.71,17.21,6.58,6.83,12.07,5.88,10.92,4.96,20.75,15.38,7.33,26.06,10.09,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2897,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,14,male,p3m4 (gastos),7,adulto,,42.08,42.54,20.67,14.14,21.26,6.45,7.88,13.41,6.82,11.94,6.75,24.13,17.25,7.69,31.63,13.1,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2898,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,15,female,p3m4,6,adulto,,35.7,34.97,16.48,12.92,17.83,6.57,7.21,12.03,5.88,11.27,5.05,20.41,15.1,7.22,26.24,10.08,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2900,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,16,male,p3m4,6,adulto,,43.11,43.32,20.15,14.4,22.02,6.67,8.89,13.54,7.49,12.7,6.87,24.39,17.53,7.92,32.55,13.44,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2901,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,16,female,p3m4,6,adulto,,34.09,33.55,15.2,12.69,16.95,6.71,6.24,11.77,5.43,10.66,4.95,19.46,14,7.13,24.58,10.07,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2903,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,17,female,p3m4,6,adulto,,35.92,35.73,16.33,12.72,17.37,6.58,7.17,11.8,5.74,11.22,5.26,20.85,15.54,7.59,26.66,9.89,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2904,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,18,male,p3m4 (gastos),7,adulto,,41.34,40.74,19.67,13.62,20.31,6.46,7.86,12.83,6.47,12.01,6.47,23.68,17.12,7.8,30.36,11.93,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2905,UFES,Marmosops incanus,Rio Preto,Leonora Pires Costa,Floresta Nacional do Rio Preto,Conceição da Barra,ES,-39.8447222222222,-18.3558333333333,,TRUE,2015,8,19,male,dp3m4,5,adulto,,35.69,34.83,,12.86,17.62,6.76,6.86,11.91,5.97,11.01,5.37,20.38,14.96,7.43,26.14,10.71,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES938,UFES,Marmosops incanus,Pedra Azul,Yuri Luiz Reis Leite; Roberta Paresque,Parque Estadual de Pedra Azul,Domingos Martins,ES,-40.9666666666667,-20.4,,TRUE,2003,10,5,male,p3m4,6,adulto,,43.6,43.46,22.15,14.12,21.4,6.67,7.93,13.76,6.87,12.41,6.45,24.64,17.67,7.47,32.06,13.37,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES939,UFES,Marmosops incanus,Pedra Azul,Yuri Luiz Reis Leite; Roberta Paresque,Parque Estadual de Pedra Azul,Domingos Martins,ES,-40.9666666666667,-20.4,,TRUE,2003,10,6,female,p3m4 (gastos),7,adulto,,37.1,36.5,17.82,13.49,18.63,6.79,7.33,12.36,5.99,11.23,5.34,21.03,15.27,7.34,26.91,10.75,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES941,UFES,Marmosops incanus,Pedra Azul,Yuri Luiz Reis Leite; Roberta Paresque,Parque Estadual de Pedra Azul,Domingos Martins,ES,-40.9666666666667,-20.4,,TRUE,2003,10,7,female,p3m4,6,adulto,,36.22,35.04,17.3,13.76,18.18,7.24,7.21,12.57,6.27,11,5.23,20.07,14.89,7.27,26.04,10.9,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES940,UFES,Marmosops incanus,Pedra Azul,Yuri Luiz Reis Leite; Roberta Paresque,Parque Estadual de Pedra Azul,Domingos Martins,ES,-40.9666666666667,-20.4,,TRUE,2003,10,7,male,p3m4,6,adulto,,42.41,42.2,21.23,14.08,20.95,6.45,8.47,13.57,6.26,12.01,6.24,24.08,17.36,7.65,31.33,12.81,1.28,,TRUE,42.26,42.21,21.44,14.19,20.92,6.43,8.98,13.57,6.51,11.81,6.26,24.05,17.35,7.7,31.32,13.04,1.29,42.3,42.24,21.52,14.28,20.94,6.45,9.2,13.56,6.33,11.82,6.15,24.1,17.36,7.7,31.33,12.67,1.44,42.29,42.25,21.13,14.24,20.96,6.58,9.09,13.58,6.42,11.81,6.25,24.09,17.36,7.46,31.32,12.66,1.35,42.29,42.23,21.57,14.17,20.94,6.43,8.81,13.6,6.43,11.82,6.16,24.11,17.38,7.47,31.34,12.64,1.35
UFES942,UFES,Marmosops incanus,Pedra Azul,Yuri Luiz Reis Leite; Roberta Paresque,Parque Estadual de Pedra Azul,Domingos Martins,ES,-40.9666666666667,-20.4,,TRUE,2003,10,7,male,p3m4,6,adulto,,42.53,42.03,20.79,13.93,20.71,6.87,8.09,13.44,6.99,11.88,5.88,24.06,17.27,7.69,30.88,12.9,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN75054,MNHN,Marmosops incanus,,P. Cobra,,Domingos Martins,ES,-40.699083,-20.345556,,TRUE,2010,9,30,male,p3m4 (gastos),7,adulto,,44.11,43.44,22.34,14.05,22.22,6.33,8.37,13.6,6.81,12.24,6.37,24.43,17.51,7.55,32.54,12.82,1.32,medida corporal estranha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES979,UFES,Marmosops paulensis,Caparaó,Valéria Fagundes,"Parque Nacional do Caparaó, Posto Macieira",Dores do Rio Preto,ES,-41.8038888888889,-20.4802777777778,1860,TRUE,2006,5,29,male,p3m4,6,adulto,,34.75,33.59,,12.97,16.45,6.76,7.24,12.05,,10.42,5.06,,14.59,7.23,24.99,9.17,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES977,UFES,Marmosops paulensis,Caparaó,Valéria Fagundes,"Parque Nacional do Caparaó, Posto Macieira",Dores do Rio Preto,ES,-41.8038888888889,-20.4802777777778,1860,TRUE,2006,5,31,female,p3m4,6,adulto,,32.65,31.68,,12.58,15.35,6.87,7.15,11.53,5.03,9.76,4.73,19,14.39,7.11,23.79,8.23,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES980,UFES,Marmosops paulensis,Caparaó,Valéria Fagundes,"Parque Nacional do Caparaó, Posto Macieira",Dores do Rio Preto,ES,-41.8038888888889,-20.4802777777778,1860,TRUE,2006,5,31,female,p3m4,6,adulto,,32.01,30.76,14.8,12.48,15.27,6.82,6.99,11.27,5.42,9.82,4.66,,13.97,7.06,23.07,8.21,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES978,UFES,Marmosops paulensis,Caparaó,Valéria Fagundes,"Parque Nacional do Caparaó, Posto Macieira",Dores do Rio Preto,ES,-41.8038888888889,-20.4802777777778,1860,TRUE,2006,5,31,male,p3m4,6,adulto,,35.17,34.22,,13.25,16.7,6.86,7.33,11.97,5.44,10.23,4.94,20.26,15.09,7.23,25.61,8.96,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES931,UFES,Marmosops incanus,,Yuri Luiz Reis Leite,,Governador Lindemberg,ES,-40.48,-19.26,,TRUE,2005,8,18,female,p3m4,6,adulto,,36.44,35.5,,13.29,18.06,6.71,6.99,12.09,5.58,11.02,5.32,20.58,15.12,7.26,26.56,10.34,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES929,UFES,Marmosops incanus,,Yuri Luiz Reis Leite,,Governador Lindemberg,ES,-40.48,-19.26,,TRUE,2005,8,16,female,p3m4,6,adulto,,36.58,35.71,17.32,13.19,17.52,6.83,6.97,12.05,6.15,11.38,5.15,21.15,16.37,7.65,27.66,10.39,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES930,UFES,Marmosops incanus,,Yuri Luiz Reis Leite,,Governador Lindemberg,ES,-40.48,-19.26,,TRUE,2005,8,18,female,p3m4,6,adulto,,37.08,36.11,18.14,13.79,18.09,6.94,7.06,12.92,5.99,11.35,5.47,21.06,15.32,7.31,27.12,11.36,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2792,UFES,Marmosops incanus,Guarapari,Yuri Luiz Reis Leite,Buenos Aires,Guarapari,ES,-40.5444444444444,-20.5786111111111,250,TRUE,2014,10,28,male,p3m4 (gastos),7,adulto,,45.88,45.46,23,14.08,22.06,6.2,8.64,13.64,7.09,12.26,6.91,25.75,17.55,7.39,33.87,13.51,1.4,,TRUE,45.92,45.46,22.62,14.27,22.04,6.31,8.93,13.68,7.13,12.15,6.91,25.75,17.55,7.42,33.81,13.22,1.49,45.81,45.45,22.6,14.31,22.05,6.06,8.89,13.66,7.03,12.15,6.87,25.77,17.55,7.4,33.55,13.09,1.53,45.9,45.47,22.4,14.26,22.1,6.31,8.36,13.69,7.18,12.14,6.86,25.76,17.57,7.38,33.69,13.26,1.31,,,,,,,,,,,,,,,,,
UFES2861,UFES,Marmosops incanus,Guarapari,Yuri Luiz Reis Leite,Buenos Aires,Guarapari,ES,-40.5444444444444,-20.57861,250,TRUE,2015,6,25,male,p3m4,6,adulto,,37.01,36.12,17.77,13.28,18.04,6.67,7.3,12.48,5.95,11.21,5.56,21.05,15.83,7.46,26.86,10.16,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2800,UFES,Marmosops incanus,Guarapari,Yuri Luiz Reis Leite,Rio da Prata,Guarapari,ES,-40.5988888888889,-20.5308333333333,350,TRUE,2014,10,28,female,p3m4 (gastos),7,adulto,,38.17,37.58,18.7,12.95,18.93,6.72,7.23,12.24,6.01,11.56,5.74,21.5,15.63,7.19,27.98,11.45,1.26,coordenadas da sede do municipio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES2863,UFES,Marmosa murina,Guarapari,Yuri Luiz Reis Leite,Rio da Prata,Guarapari,ES,-40.5988888888889,-20.53083,350,TRUE,2015,6,25,male,p3m4,6,adulto,,35.62,34.86,15.34,13.52,19.49,7.12,6.57,12.49,6.23,10.83,5.79,19.73,13.45,6.69,25.49,10.56,1.42,identifiquei como Marmosa murina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES976,UFES,Marmosops incanus,Caparaó,Valéria Fagundes,"Parque Nacional do Caparaó, Posto Pedra Roxa",Ibitirama,ES,-41.7316666666667,-20.3963888888889,1063,TRUE,2006,9,10,male,p3m4,6,adulto,,41.87,40.89,20.16,14.04,20.6,6.93,8,13.21,7.03,11.53,6.16,23.21,16.92,7.62,30.63,12.43,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES975,UFES,Marmosops incanus,Caparaó,Valéria Fagundes,"Parque Nacional do Caparaó, Posto Pedra Roxa",Ibitirama,ES,-41.7316666666667,-20.3963888888889,1063,TRUE,2006,9,11,female,p3m4,6,adulto,,37.17,35.84,16.82,13.48,17.86,6.76,7.41,12.53,6.02,11.22,5.36,20.93,15.44,7.41,26.96,10.44,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES974,UFES,Marmosops incanus,Caparaó,Valéria Fagundes,"Parque Nacional do Caparaó, Posto Santa Marta",Ibitirama,ES,-41.7030555555556,-20.4972222222222,935,TRUE,2006,3,7,female,dp3m4 (m4 eclodindo),4,subadulto,,33.37,32.18,14.79,12.59,16.27,6.64,6.78,11.7,5.61,10.17,4.64,18.39,14.4,7.45,24.1,8.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFES1618,UFES,Marmosops incanus,,Daniela Munhoz Rossoni,Alto Misterioso,Itaguaçu,ES,-40.768634,-19.80408,,TRUE,2007,11,3,female,p3m4,6,adulto,,38.24,37.1,,13.55,19.33,6.33,7.36,12.83,6.81,12.01,5.52,21.23,15.62,7.51,27.66,11.55,1.17,Fêmea na etiqueta de pele. Macho na de crânio. Fêmea segunda Ana C. Bezerra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,UFMG,Marmosops incanus,Linhares,Monica T. Fonseca,Fazenda Santa Terezinha; 33 km NE Linhares,Linhares,ES,-39.95,-19.133333,50,TRUE,1992,7,28,male,p3m4,6,adulto,66,40.91,39.86,,13.88,19.3,6.55,8.11,13.17,6.4,11.41,6.14,23.26,16.89,7.45,30.18,11.39,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
