population,n,extent,integr,year.min,year.max,temp.interval,lon,lat,gls.mean,gls.var,cb.mean,cb.var,nas.mean,nas.var,bbc.mean,bbc.var,zb.mean,zb.var,ic.mean,ic.var,lbasi.mean,lbasi.var,can.mean,can.var,pl.mean,pl.var,max.mean,max.var,sm.mean,sm.var,mad.mean,mad.var,alpcor.mean,alpcor.var,bioclim,brt,domain,glm,mahal,maxent,rf,distance
Joaíma,2,21.819553427774796,36.622531675963,2005,2005,0,-41.249333,-16.718778,0.14010701041647552,0.4290397629053908,-0.014893298745636496,1.2320921148835084,-0.09928036722908101,0.16675154047082572,0.3003154216156635,0.02381881876874496,0.006351376854217494,0.23500937530935642,-0.022119934877555154,0.017029037851288644,0.055459380634411984,0.09927215427784644,0.20327731591837436,0.07095406266203991,0.2303963062121745,0.4813752522240732,0.129023620589175,1.0078721742048269,0.3379471661300062,0.21795399319660502,-0.0029585737484190133,0.42835084628378145,0.2862606199657455,6.03116418979981e-4,0.14432989130403792,1,0.8611611206083739,0.9895615866388309,0.9672796590715625,0.6984666369870876,1,212468.49913212896
Lagoa Santa,2,5.922908793110884,2.6985268131931,1992,1992,0,-43.839373,-19.70436,0.31326848163980286,0.10854558932285892,0.19302654313910267,0.05153649084513596,0.3233565579089585,0.0717946913141742,0.21702881030027982,0.027369828703701644,-0.09526811560751147,0.0049243287987718095,0.10942874571432193,0.053369154827325106,0.1250956399976949,0.016522508494316867,0.047374470491737396,0.005873457063181853,-0.15255650913399532,0.07054576782831011,0.12466893344614884,0.002932945820884751,-0.11959329540348257,0.02333718974551241,0.20587220079370755,0.18728479869147663,0.1521376605833959,0.24880903719566494,0.10309278332144386,0.6704067321335566,0.8443553558809049,0.23930062630480167,0.9197658640222266,0.4233947705055315,0.7767999877929688,329840.1123801471
Linhares,7,9.412903457941542,1.7945318269872095,1992,1992,0,-39.95,-19.133333,0.6180020571650212,0.32013046422452585,0.7846909416721384,0.1771578609854893,0.49759264139330395,0.4597742187870564,0.19445799009104048,0.027656756787562988,-0.41918178394014965,0.05063298633093606,-0.15817398980459052,0.12464602248355623,0.08991432696529367,0.04258751779572497,-0.017869963020803514,0.01062477525235196,0.6904805292750188,0.19812975746779588,0.7445593188340625,0.06607711537170771,0.22241767119847125,0.028749640989328605,0.6491707585275368,0.2134866805999117,0.22143188990093204,0.19406610450450185,0.1649484497503212,1,0.9142127697712118,0.9543319415448852,0.952349665029587,0.9673854967986228,1,1216.4781331294794
Mangaratiba,5,3.7267644122480754,0.33888385276023547,1993,2005,12,-44.03,-22.96,-0.554442093873307,0.042053430682940054,-0.5860989174837288,0.0595114890483014,-0.6096326463681518,0.19787713233577112,0.061820477014216155,0.09158556186506954,0.2806942450978532,0.024098256762458747,0.10060066686972272,0.029848358413602102,0.09008848885219217,0.051430631668955624,-0.01988208457491254,0.0028203281459249735,-0.39993023199389277,0.019912445441185523,-0.6382109679720955,0.019391088099212757,-0.1344049867879334,0.024428002393538355,-0.8507375281409576,0.04847064093397267,-0.551786596311966,0.07510796804648132,0.1288659746968186,0.5003005302972101,0.5613801985402274,0.27466075156576203,0.8401502754641322,0.36209185246797826,0.5124000091552734,2188.891303444991
Mariana,4,10.51401167810459,4.450296219928053,1996,2012,16,-43.470645,-20.202999,0.2161113451127364,0.20143593198809598,0.04907452418770833,0.3228672323633852,0.3869890301863572,0.03577861205269798,0.3691436608308805,0.01651893024066996,-0.01900237414619449,0.07583360251336206,-0.1693581425213196,0.037911561860727874,0.07552199464276009,0.015495520591773643,-0.0296594143478794,0.08931625748814355,0.14024535489996198,0.2585602122103557,0.04098054950488865,0.12244139950129307,-0.13612370962730805,0.1437251236034965,0.036180774755591234,0.20036800819230222,0.4475514997462517,0.1168571340171658,NA,NA,NA,NA,NA,NA,NA,263963.96786163916
Mata das Flores,3,12.62116121686185,6.0597595868210306,2013,2014,1,-41.181389,-20.598333,0.2850785285105316,0.27106011497189303,0.009550144584911427,0.2801756493692623,0.467659626122662,0.0914198346693334,-0.123785152003176,0.058058931477605186,0.0032394038293865426,0.06500502686789884,-0.02738063280040534,0.23142076206279008,-0.2592021360489013,0.0699349477987133,0.13094398773329802,0.03310293539168345,-0.11128855973413333,0.06994771938437268,-0.2757842756057033,0.3032849383073378,-0.1003857672949174,0.09445192609703458,0.049988801233576664,0.3729467219151873,0.07635405781666899,0.30691090820721983,0.3814433000713368,0.9995992542435951,0.9528508592650996,0.6132567849686847,0.9655196155567856,0.677105735620188,1,51983.56752841933
Mocambinho,9,27.396683180637417,37.716897041428325,NA,NA,NA,-43.995556,-15.071667,-0.6922814733687307,1.2539693139558439,-0.5848269977219723,1.6132296059340574,-0.8398781366623971,0.9679290374045084,-0.5403181438921264,0.2978898897639633,0.2764431241621671,0.38658982127737745,-0.2822307572593344,0.04251975851538915,0.0398441667604771,0.04983382679101041,0.13891459810431353,0.022340051188800874,-0.5167141030872318,0.882710129951425,-0.3708827054301096,0.43709440220693624,-0.24696161210793943,0.09805172644681379,-0.2799317748385733,0.6165156796937873,-0.24814752353647082,0.08336192864999496,0,0.0803446203605015,0.7034474912390022,0.004436325678496869,0.737284932897861,0.05347951088542302,0,17319.656205965533
Palmares,4,11.018897449143715,3.6961892433054193,2012,2012,0,-41.610444,-17.121556000000002,-0.042911655470716584,0.43521265023108346,0.12417962511946298,0.4083178533822459,0.0698517941956915,0.3012653602679565,0.05408684654546995,0.24635271844127246,-0.0323834308616594,0.09574211955676827,-0.02694658329145526,0.012880504930330296,-0.0756355561961188,0.10376832287375054,0.062340942144045085,0.017971200674172006,0.2632913041755074,0.10860780261517006,0.037673029426536324,0.03766300264647352,0.2618922964155798,0.03794857239796331,-0.08379012591153692,0.2291637862186906,0.1892391990390408,0.10777687009747734,0.19587628296475984,1,0.9076897852851571,0.9624217118997912,0.9659548375632179,0.6013157135884419,1,235646.70021758293
Pancas,6,7.133017133599286,0.9135427494010672,2006,2009,3,-40.7713888888889,-19.2044444444444,-0.26220266893205557,0.11577526115568984,-0.014241605634561163,0.10473208385873556,-0.3760910035586685,0.3402538833827411,0.03872859171017535,0.13181748410019717,0.006950418951221234,0.022939909256822977,-0.3067595654736092,0.115666322532608,-0.044639263462150074,0.058444984562315117,0.08231042873152981,0.037798649862267254,-0.023021862784198842,0.0718610819621188,0.05809879874295487,0.17635666530316851,0.11396929813141768,0.13493083292479213,5.027128250304699e-5,0.08966146828508885,0.2683006823224006,0.1937332503273333,0.37113400748323644,0.9990983679070021,0.9529617027169034,0.5711769311064718,0.97061262530881,0.5785816071612986,1,81365.16471679279
Pau Brasil,2,5.7659813122627845,2.557426191797212,NA,NA,NA,-39.177778000000004,-16.371944,-0.8095166227205259,0.013151725595463699,-0.5254809531751761,0.07169453033927942,-0.9775890892385299,0.5930385914783077,-0.7520626305411016,0.09201635775393442,0.22166706592778052,0.004809994207493313,-0.21232477428409258,0.1663662581762669,-0.0029824292493449978,0.03625724025136274,-0.270045920635379,0.0324919569362136,-0.6845728813428845,0.016143625391959484,-0.3255324929752685,0.050968796774697914,-0.10256918460685896,0.002362274189229407,-0.47505443421247395,0.0044078341855931695,-0.3664637288350155,0.05614596210948049,0.1649484497503212,0.7892205726267163,0.5830781637844846,0.8890918580375783,0.8577070433491262,0.8410708997455916,0.9937999877929687,12629.555630892537
Peão,2,5.804282217201347,2.591514773609215,2008,2008,0,-42.0144,-15.3136,-0.34002133348110236,0.10580282629453507,-0.3130880174404959,0.1734309138904442,-0.34671192662447414,0.36728582644670893,0.17121923617628892,0.04351629813918069,0.19144105617890625,0.0380394172818592,-0.3229142077446215,0.06270603522864127,-0.10251952927811203,0.007768558342300497,-0.036704158802404,0.009752170891891664,-0.27452307880830684,0.061627367472356594,-0.03968651021453472,0.19910622351244683,0.23752861336499453,0.05439508260998888,-0.04258488688719529,0.09300396116778895,0.64245553792804,0.31670771287619254,0.010309278109395074,0.4151472773341206,0.7217270474574485,0.4089248434237996,1,0.09824936995672529,0.9205999755859375,158276.2047103909
Pedra Azul,5,6.750044103269197,1.7522918861916799,2003,2003,0,-40.9666666666667,-20.4,0.036163304879983205,0.15804037975049204,0.132318789813543,0.22010885786041495,0.12849671605711635,0.04412785659926969,0.11069034131137775,0.1111296271975798,-0.10360864125294941,0.0832566777782595,-0.19054552142536738,0.09402474693843547,-0.013668279512154845,0.02450685671421456,-0.30059111647539527,0.03775730184811232,0.056129954753986,0.12527052965811308,0.04018158935798701,0.1005620125823169,-0.06338000849211974,0.023407224665079784,-0.2774094252227521,0.05411424654707605,0.27034865252616963,0.048081092658052625,0.18556699928663195,1,0.8610792937669899,0.9603340292275574,1,0.9479663167163747,1,54268.371272875345
