id,museu,gaveta,sp,pop,coletor,id.coletor,localidade,municipio,uf,lon,lat,alt,xy.original,ano,mes,dia,morte,pele,cranio,esqueleto,sexo,dentes,classe,idade,peso,peso.morto,compr.total,compr.corpo,compr.cauda,tarso.c.unha,tarso.s.unha,orelha.int,orelha.ext,medido,gls,cb,nas,bbc,zb,poc,ic,lbasi,bps,bam,can,pl,max,sm,mad,alpcor,larcon,size,shape,nas.gls,can.bam,pl.cb,bam.pl,sm.max,alpcor.mad,obs,replicas,gls.1,cb.1,nas.1,bbc.1,zb.1,poc.1,ic.1,lbasi.1,bps.1,bam.1,can.1,pl.1,max.1,sm.1,mad.1,alpcor.1,larcon.1,gls.2,cb.2,nas.2,bbc.2,zb.2,poc.2,ic.2,lbasi.2,bps.2,bam.2,can.2,pl.2,max.2,sm.2,mad.2,alpcor.2,larcon.2,gls.3,cb.3,nas.3,bbc.3,zb.3,poc.3,ic.3,lbasi.3,bps.3,bam.3,can.3,pl.3,max.3,sm.3,mad.3,alpcor.3,larcon.3,gls.4,cb.4,nas.4,bbc.4,zb.4,poc.4,ic.4,lbasi.4,bps.4,bam.4,can.4,pl.4,max.4,sm.4,mad.4,alpcor.4,larcon.4
MN8656,MNHN,"13,12,3",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19959,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,10,7,,ok,ok,,male,p3m4,6,adulto,,70,370,160,210,23,22,25,29,TRUE,-0.01376704530424755,-0.003752377317756128,-0.11780519356033903,-0.05780815497982239,0.0011762730277236066,0.059578387242937625,0.0022688724803430205,-0.02703483205495205,-0.02510566685963833,-0.019420320419765158,0.015148651270328717,-0.023222474810352,0.013057047994275539,-0.01453550218417865,-0.019818405914529436,-0.026327731116533748,-0.12927753056200847,28.9373754856932,0.508253264350825,0.444635403879204,0.540859309182814,0.559990145355999,0.52221733391993,0.442873969375736,0.398528920093614,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN11136,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22507,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,26,,ok,ok,,female,p3m4,6,adulto,,52,323,138,185,20,18,20,24,TRUE,-0.012180727672100211,-0.01274512118677773,-0.0028074466908734053,-7.360397466418256e-4,0.01323116564773441,0.04217684904987995,-0.020948514623280623,-0.0013708428980452325,0.07093493324388445,-0.02528707048772727,0.011848909136922714,-0.010725965248121305,0.0034413653123106513,-0.012900743133195114,0.005695248260170427,NA,-0.11954141404167296,26.1096533872053,0.517355371900826,0.480086114101184,0.507233273056058,0.577410468319559,0.527671755725191,0.46227621483376,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8638,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22511,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,26,,ok,parcial,,female,,NA,adulto,,62,319,139,180,21,19,19,23,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493705035971223,NA,0.521575984990619,0.472276581865623,0.374729241877256,"crânio parcial, falta uma parte posterior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN11145,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23263,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,1,10,,ok,ok,,male,p3m4,6,adulto,,75,365,155,210,21,19,20,23,TRUE,0.017080845799737787,0.007937573173772527,0.01980332535848328,-0.10946246570835738,-0.011005230300337399,0.030495140226589168,-0.012306215434371826,-0.023434231098161007,-0.04470834999234352,0.0033186793380077795,0.03372856262437618,0.00817777641594608,0.023537231765725863,-0.018454879676042424,0.024316723802281892,-0.05133425321522456,-0.1372139727187989,29.418998963255,0.496526946107784,0.49765478424015003,0.54441727791361,0.570299401197605,0.515329693406132,0.434331797235023,0.373073293488518,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN11111,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23632,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,1,,ok,ok,,female,p3m4,6,adulto,,58,333,135,198,20,19,22,26,TRUE,-0.007246696545815556,-0.007056806764705215,0.0030715929742606285,-0.09745084860780784,0.006902247370973225,-0.11155310071454139,-0.07084076772836667,-0.059978768655975845,NA,0.06904307493420259,-0.039120763447556994,-0.017500687807771254,-0.014305080161511885,-0.01595274029470617,0.019323070539189136,NA,-0.086710680989702,26.6774061707655,0.511528150134048,0.484243697478992,0.444805194805195,0.56916890080429,0.580310880829016,0.466025641025641,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN11108,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23691,"Aritaguá – Urucutuca, Alagado",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,4,,ok,ok,,female,p3m4,6,adulto,,65,343,147,196,22,21,25,32,TRUE,0.012125499613903301,-0.005972206838488869,-0.014371743333228881,-0.04333824518353069,0.005754223058632935,-0.02263393460983898,-0.07004957975257109,-0.004541099266838433,0.013543365044023092,0.004892237734634541,0.014906973961783532,-0.02226885881363927,-0.01260856341798311,-0.019555980568323417,-0.014066956602712732,-0.06506326985186384,-0.09881864990072856,26.7342851035894,0.510422234099412,0.467095115681234,0.501296456352636,0.56574024585783,0.546528105810109,0.463258785942492,0.375495495495495,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8619,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19139,"Aritaguá – Urucutuca, Alagado (Brejo)",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,15,,ok,ok,,male,p3m4 (gastos),7,adulto,,72,375,165,210,22,22,22,25,TRUE,0.02711639995503745,0.02847698237071361,0.025697181589434237,-0.06133972776592689,-0.02995234516978096,0.11332673917128866,0.05214349930773876,-0.047627777456813014,0.0629524836465798,0.02554513675218084,0.04357440040859584,0.01480134271939093,0.03087114238679156,-0.01185134330351234,0.022525103578557193,0.022555417014368473,0.0638889476945727,27.8872730828957,0.476485148514852,0.486229588106264,0.519373454245672,0.56509900990099,0.53131844064827,0.441211401425178,0.398336106489185,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN11154,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19125,"Aritaguá – Urucutuca, Alagado (Ilha)",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,14,,ok,ok,,female,p3m4,6,adulto,,27,280,120,160,18,17,22,25,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444643390032826,0.473887814313346,0.583699059561129,0.55531686358754,0.495476687543493,0.386892177589852,crânio com zigomático quebrado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8610,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19141,"Aritaguá – Urucutuca, Alagado (Ilha)",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,15,,ok,ok,,male,p3m4,6,adulto,,56,372,150,222,23,22,23,26,TRUE,0.03657383928943414,0.03639072741719751,0.0708810324833613,-0.029904803073086406,-0.03643310233913244,-0.022348368987950895,-0.012126196172004278,-0.04871803926399876,0.051568373771400555,-7.149132981476569e-5,0.0479854501873227,0.049346389168211324,0.04140883500334924,0.02598470886064308,0.022114268782229995,-0.015652739033986673,-0.0634583407711887,26.5770954018681,0.468951301211028,0.495334174022699,0.518744551002616,0.582839474362278,0.507073386383731,0.460182370820669,0.38006993006993,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN11147,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19085,"Aritaguá – Urucutuca, Brejo",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,11,,ok,ok,,male,p3m4,6,adulto,,75,400,165,235,28,27,27,29,TRUE,0.008855268834407681,0.010201810102825615,-0.006444803825293111,-0.03200869493492364,-0.01261058411672522,-0.022199712820413886,0.026945740287210196,-0.002528050627156997,-0.03446413842113705,0.029415206645849512,0.03318254265552856,0.0049399384829280635,0.02581877243741504,-0.05300833762366142,-0.006431078412868718,-0.08631119330084891,-0.17185364837279213,28.7752306680589,0.494258490105057,0.484921592279855,0.522544283413849,0.568287319814317,0.53396388650043,0.42148277875073,0.369940278699403,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8621,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19119,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,14,,ok,parcial,,female,p3m4,6,adulto,,38,310,125,185,20,19,21,24,TRUE,NA,0.033576370015800716,NA,-0.05527202033800238,-0.03145363836469617,-0.04065039755480937,-0.1356700241422777,-0.02315248294223382,0.04822264307781454,-0.009815388261924518,0.04586884903999522,0.035938974866911444,0.02677509110222065,-0.01905937778700495,NA,NA,NA,24.7133627821064,0.471519866629619,NA,0.498617511520737,0.580439010836343,0.519387266634753,0.456493506493506,NA,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8666,MNHN,"13,12,3",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19133,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,8,15,,ok,parcial,,female,p3m4,6,adulto,,34,315,135,180,19,19,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crânio bem quebrado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN11137,MNHN,"13,13,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 19938,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,10,6,,ok,ok,,male,p3m4,6,adulto,,58,378,160,218,21,20,27,30,TRUE,0.009002155548729185,0.006875302524617322,5.086086666290512e-4,-0.08149694254553363,-0.009492309732007431,0.05262233028072627,0.021449754220264516,-0.0614526537964033,0.027186511600962193,0.04098258998674309,0.02884748313779828,-0.008758309109956564,0.027863399893848673,-0.0461452457319651,2.8075204679156585e-4,-0.040652396941362134,-0.0518953131067495,28.9771496182768,0.497565725413827,0.489453499520614,0.516640253565769,0.56207400194742,0.546556951061065,0.422608695652174,0.385143979057592,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8630,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 21606,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,10,11,,ok,ok,,male,p3m4,6,adulto,,57,342,140,202,22,21,24,27,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4777633289987,0.504424778761062,NA,0.532767562470533,0.452711223203026,0.370263442800433,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8617,MNHN,"13,12,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22448,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,23,,ok,ok,,female,p3m4,6,adulto,,48,291,128,163,20,18,19,23,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446944444444444,0.463860933211345,NA,NA,0.486147757255937,0.384819734345351,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",TRUE,36,NA,16.09,12.45,17.67,6.46,7.6,12.16,NA,10.93,5.07,NA,15.16,7.37,26.35,10.14,1.13,36.06,34.75,16.09,12.62,17.72,6.34,7.83,12.13,NA,10.92,5.17,NA,15.15,7.19,25.36,10.11,1.08,35.97,NA,16.08,12.51,17.73,6.38,7.61,12.24,NA,10.87,5.05,NA,15.04,7.1,26.11,9.99,1.08,36.08,NA,15.96,12.94,17.75,6.4,7.73,12.08,NA,10.86,5.03,NA,15.03,7.26,26.17,10.18,1.03
MN11129,MNHN,"13,12,4",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22466,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,24,,ok,parcial,,female,p3m4,6,adulto,,51,326,133,193,20,18,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crânio parcial, falta a parte posterior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8651,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22514,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,27,,ok,ok,,female,p3m4,6,adulto,,48,310,122,188,19,17,19,23,TRUE,-0.015992448747610855,-0.006924250412808419,-0.02956612721615759,-0.04841192234045444,0.008747871821904507,-0.03885340314488861,-0.01012360603163942,-0.0032142111221205028,NA,-0.014304638966388339,0.06753484452938596,-0.01224896319545854,-0.022084781532547115,-0.01315244813672889,-0.016665280754787126,-0.024303215201004758,0.1679012274645721,24.9628423862348,0.511314809510169,0.461733258300507,0.515179392824287,0.575479805213406,0.541065206570433,0.48070412999323,0.387059279349089,crânio sujo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8661,MNHN,"13,12,3",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 22548,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1944,11,30,,ok,ok,,male,p3m4 (gastos),7,adulto,,105,379,163,216,23,21,23,27,TRUE,0.0014520607568551114,0.010146402827245993,-0.01274790156608585,-0.051270681955725816,-0.015223665057959135,0.14523859515788162,0.05193629090169516,-0.022375219991244144,-0.026756087756778513,0.01085407218603418,-0.023115054268397994,0.012203366710777264,0.020951860895340513,-0.012718359186159045,4.394410994432718e-4,NA,-0.10722476179774981,31.4728263745092,0.494414655942806,0.501232354918217,0.533333333333333,0.567917783735478,0.507474429583005,0.428964757709251,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8631,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23592,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,2,27,,ok,ok,,male,dp3m4,5,adulto,,43,322,126,196,15,14,17,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8655,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23598,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,2,27,,ok,,,female,,NA,adulto,,35,302,120,182,14,13,20,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coordenada de Vaz, 2005. Arq Mus Nac, 63(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8650,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23685,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,4,,ok,ok,,male,p3m4,6,adulto,,50,317,125,192,22,21,23,31,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467376467376467,0.49667616334283,0.565979090138457,0.525711432850724,NA,0.359427926232593,crânio com zigomático esquerdo quebrado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN24703,MNHN,"13,13,3",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23698,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,3,4,,ok,,,female,,NA,adulto,,57,330,140,190,21,20,24,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN8641,MNHN,"13,12,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23863,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,4,15,,ok,ok,,male,p3m4,6,adulto,,51,364,149,215,22,21,23,27,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477820025348542,0.492863140218304,NA,0.531459170013387,0.439456585942115,0.364418444597385,crânio sujo,TRUE,39.45,NA,18.85,13.17,19.17,6.78,7.5,NA,NA,11.91,5.87,22.41,16.93,7.44,29.06,10.59,1.71,39.15,NA,18.65,12.9,19.24,6.64,8.12,NA,NA,11.65,5.86,22.23,16.64,7.45,28.81,11.02,1.43,39.15,NA,18.9,13.12,19.2,6.65,8.12,NA,NA,11.44,5.99,22.13,16.62,7.46,29.23,10.76,1.39,39.17,NA,19.4,13.63,19.2,6.73,8.17,NA,NA,11.41,5.73,22.15,16.62,7.41,29.17,10.8,1.29
MN24695,MNHN,"13,13,1",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 23888,"Aritaguá – Urucutuca, Capueira",Ilhéus,BA,-39.116667,-14.65,,TRUE,1945,4,17,,ok,ok,,female,p3m4,6,adulto,,49,320,130,190,21,20,21,24,TRUE,0.013560811658768213,0.009244170152711728,0.03534309899845223,-0.07021225862275715,-0.007244382745547284,-0.04957745572954253,0.011040357106177234,-0.011352226378794406,0.006013782637471987,-0.023539110206510117,-0.02235137943126153,0.01040550959567721,0.01930486010719701,0.023809624659244966,0.0232656872212047,-0.013153716350414513,0.08891528570165055,24.8156039620236,0.495038276155373,0.477341389728097,0.473438956197577,0.579529345052452,0.524951076320939,0.479452054794521,0.37565543071161,crânio um pouco sujo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
