id,museu,gaveta,sp,pop,coletor,id.coletor,localidade,municipio,uf,lon,lat,alt,xy.original,ano,mes,dia,morte,pele,cranio,esqueleto,sexo,dentes,classe,idade,peso,peso.morto,compr.total,compr.corpo,compr.cauda,tarso.c.unha,tarso.s.unha,orelha.int,orelha.ext,medido,gls,cb,nas,bbc,zb,poc,ic,lbasi,bps,bam,can,pl,max,sm,mad,alpcor,larcon,size,shape,nas.gls,can.bam,pl.cb,bam.pl,sm.max,alpcor.mad,obs,replicas,gls.1,cb.1,nas.1,bbc.1,zb.1,poc.1,ic.1,lbasi.1,bps.1,bam.1,can.1,pl.1,max.1,sm.1,mad.1,alpcor.1,larcon.1,gls.2,cb.2,nas.2,bbc.2,zb.2,poc.2,ic.2,lbasi.2,bps.2,bam.2,can.2,pl.2,max.2,sm.2,mad.2,alpcor.2,larcon.2,gls.3,cb.3,nas.3,bbc.3,zb.3,poc.3,ic.3,lbasi.3,bps.3,bam.3,can.3,pl.3,max.3,sm.3,mad.3,alpcor.3,larcon.3,gls.4,cb.4,nas.4,bbc.4,zb.4,poc.4,ic.4,lbasi.4,bps.4,bam.4,can.4,pl.4,max.4,sm.4,mad.4,alpcor.4,larcon.4
MN29063,MNHN,"14,06,1",Marmosops incanus,Jaíba,"Milene M. Martins, J. A. Oliveira",MBIV 1,"Reserva, Mocambinho, Manga",Jaíba,MG,-43.760278,-15.068681,,FALSE,1990,9,26,,ok,ok,ok,male,p3m4 (gastos),7,adulto,108,,365,160,205,22.5,22,32.5,,TRUE,-0.015446719710327184,-0.006237287275201453,-0.04865077515699001,-0.039877194785610026,0.001971705188541062,0.018114532317517806,-0.0841908537837992,-0.0010449108824563957,-0.08970020774937448,0.004503337466417179,-0.0328244780586755,-0.02674717653906855,0.0054554921567717685,-0.02655325981918022,-0.01888755422135402,-0.10335620826754521,-0.04584705128022132,30.6265652661215,0.510851808634772,0.487035739313245,0.522222222222222,0.55659276546091,0.528301886792453,0.433295324971494,0.372635561160151,"Coordenadas em NOGUEIRA, M.R., POL, A., PESSÔA, L.M., OLIVEIRA, J.A., PERACCHI, A.L. Small mammals (Chiroptera, Didelphimorphia, and Rodentia) from Jaíba, middle Rio São Francisco, northern Minas Gerais State, Brazil. Biota Neotropica. 15(2): 1–18. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCN-M 108,PUC-Minas,CAIXA 1,Marmosops incanus,,Leonardo G. Lessa,,Distrito de Tejuco,Januária,MG,,,,NA,1994,3,9,,ok,parcial,ok,female,p3m4 (p3 eclodindo),5,adulto,,40,,121,130,15,NA,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN82805,MNHN,"14,05.4",Marmosops incanus,Joaíma,Lena Geise,LG 470,Fazenda Anga Pehy,Joaíma,MG,-41.249333,-16.718778,820,NA,2005,3,11,,ok,ok,ok,male,p3m4 (p3 eclodindo),5,adulto,44,,301,130,171,19,19,24,,TRUE,0.017135253364235048,0.02228480157216639,0.012538041360005359,0.03142844686390944,-0.019896231486558502,-0.025000174547807674,0.009446240447628762,0.02298326793316985,-0.038100510078077354,0.019491786802925404,0.002196154959549279,0.035890712583851236,0.054914570507750504,0.0897149573126701,0.01804952428896467,0.026279820342800075,-0.05436017735592195,24.4937277685533,0.48227955769776,0.46275270008308,0.460846084608461,0.587468103203856,0.536196911196911,0.496188055908513,0.391835177413201,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN82806,MNHN,"14,05.4",Marmosops incanus,,Lena Geise,LG 504,Fazenda Anga Pehy,Joaíma,MG,-41.24575,-16.728306,923,NA,2005,3,14,,ok,ok,ok,male,dp3m4,5,adulto,41,,270,104,166,18,17,27,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN82807,MNHN,"14,05.4",Marmosops incanus,Joaíma,Lena Geise,LG 507,Fazenda Anga Pehy,Joaíma,MG,-41.24575,-16.728306,923,NA,2005,3,14,,ok,ok,ok,male,p3m4,6,adulto,89,,351,152,199,20.5,19,28,,TRUE,-0.00806000331010992,-0.019836786590801125,-0.020222655648615806,0.01334556157158362,0.01692841716399185,0.10085987546735642,-0.013289996893039113,-0.01282656429543838,-0.009866203684864905,0.006690111916932917,0.05984661791898005,-0.01161618028172251,-0.03507711850026318,7.703190776866542e-4,-0.015598810348117276,0.02435155886026541,-0.11320037249790621,29.2620573439394,0.52488239663283,0.489366843885935,0.555012224938875,0.575142361970785,0.528196297890659,0.470263641937462,0.418367346938776,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2269,UFMG,GAV03,Marmosops incanus,,Raquel Moura,RM 11,Reserva Particular do Patrimônio Natural Belgo Mineira,João Monlevade,MG,-43.173611,-19.81,,NA,1995,6,27,,ok,ok,,male,p3m4,6,adulto,,71,,147,204,24,NA,29,,TRUE,0.011001440322924605,0.0065357148657057,0.034897395562530686,0.043264998727396975,-0.008331275820548711,0.003274479377484374,-0.0010687180183777123,0.021164125306384562,0.06619268280682533,-0.02677114075074183,-0.03408696994756677,0.005017444127922044,0.011333216582630978,-0.006757419623741878,0.005558047539189648,0.05687042763720829,-0.011236419925447605,28.1887477550884,0.497872340425532,0.500613195977434,0.509922346850733,0.571464330413016,0.50766535260622,0.450721153846154,0.420154000669568,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN24682,MNHN,"14,06,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 6962,,Juiz de Fora,MG,,,,NA,1953,9,22,,ok,ok,,male,p3m4,6,adulto,60,,360,155,205,23,21,25,28,TRUE,0.031299858875005526,0.024935712530500087,0.0452717837966774,-0.007402913449870763,-0.026977972669192773,0.053846014447892054,0.03752546468768925,-0.012996484951538712,-0.02358764761246368,0.001103238451555022,-0.03794120841138593,0.031920993275631915,0.03974723358344168,0.02014836797470787,0.015688910578731452,-0.01222915727232321,0.13179337843213873,28.4232422499616,0.479892761394102,0.497137404580153,0.496661101836394,0.575920058493785,0.506982649174778,0.448896631823461,0.38876109102859,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN24683,MNHN,"14,06,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 6981,,Juiz de Fora,MG,,,,NA,1953,10,4,,ok,ok,,female,p3m4,6,adulto,30,,295,125,170,20,18,25,28,TRUE,0.011493828474365309,0.012210246076953535,0.05544395612604047,-0.019769123343256645,-0.009696363963479726,0.024920871641636033,0.0819921515485591,0.02939192391454659,0.014925996123503982,-0.011726413408807534,-0.028208821969552877,0.027580699345806092,0.026914896559408596,0.004496252846200921,0.020811123690581912,0.005725876100624028,0.18668194777603525,24.3908732930988,0.492090882945068,0.485043332401454,0.459962756052142,0.588725913143514,0.52467024914509,0.469200524246396,0.38249904470768,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN24684,MNHN,"14,06,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 6989,,Juiz de Fora,MG,,,,NA,1953,9,9,,ok,ok,,male,p3m4,6,adulto,70,,375,160,215,23,21,27,30,TRUE,-0.010981255304736148,-0.013820349187182224,-0.02013807487459829,-0.02895973720324152,0.010579082348114888,0.041201817513410344,0.03886895167161031,-0.022961881528585693,-0.055071849950272034,-0.025945398588803847,-0.05639662245365429,-0.03000082528455561,-0.02053652864588651,-0.08513893039377507,-0.0042124510885219735,-0.04332089455975252,-0.0021643814012476947,29.5910104592594,0.51861766853249,0.492802303262956,0.514214046822743,0.560720369919688,0.519097222222222,0.423860911270983,0.387387387387387,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN24690,MNHN,"14,06,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 6997,,Juiz de Fora,MG,,,,NA,1953,9,11,,ok,,,male,,NA,adulto,103,,380,170,210,23,21,25,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN24685,MNHN,"14,06,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 6998,,Juiz de Fora,MG,,,,NA,1953,9,11,,ok,ok,,female,p3m4,6,adulto,47,,300,125,175,21,19,25,27,TRUE,-0.025952768959809358,-0.027203557171528114,-0.03577697325531215,-0.007768044907446203,0.02931544651834006,0.0021520774082532945,-8.622721372650854e-4,0.011240192084509992,-0.017548592660472595,-0.013738321347072091,-0.025440009960605137,-0.02609459264308489,-0.02888481679928301,-0.007888875517958027,-0.013797563007883706,-0.042056362261237545,-0.00167989680270976,24.7223623466691,0.532467532467532,0.461869266055046,0.466234967622572,0.579693034238489,0.55040733197556,0.487989018531229,0.37846273897776,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN24686,MNHN,"14,06,2",Marmosops incanus,,Serviço de Estudos e Pesquisas sobre a Febre Amarela,M 7021,,Juiz de Fora,MG,,,,NA,1953,9,25,,ok,ok,,male,p3m4,6,adulto,101,,350,160,190,23,21,22,26,TRUE,0.012352592674393481,0.014903306692898521,0.03514258517083757,-0.027411731390506677,-0.017598598825239176,0.06457070260048559,0.04948932206116741,-0.02854308750275525,0.004567850992221567,0.0013719489418235753,-0.037828370327186445,0.022909973338500755,0.05288944397608564,0.013996847031077841,0.01092842017847806,0.016343447096113017,0.010674939479400736,29.0534266481598,0.489643545279383,0.505481410867493,0.503703703703704,0.575385356454721,0.508580996232733,0.437358916478555,0.403616402970617,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN76149,MNHN,"14,06,2",Marmosops incanus,,labvert,FC 55,Fazenda Canoas,Juramento,MG,,,,NA,1995,7,31,,ok,,,female,,NA,adulto,40.22,,305,142,163,18,17,30,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN13504,MNHN,"14,06,2",Marmosops incanus,,C. T. Carvalho,5,"Fazenda do Retiro, 7 km de Lagoa Santa",Lagoa Santa,MG,,,,NA,1954,7,22,,ok,ok,,female,p3m4,6,adulto,55,,265,117,148,13,NA,25,,TRUE,0.02675412936318633,0.009202261828633596,-0.10244617557951408,0.05458279310222114,-0.006407059389158309,-0.047039547812805615,0.06145822854709171,0.03155652515469898,NA,0.036166611982172636,0.01379082889883132,NA,0.007694377913256112,0.011048830723955128,-0.0010010595168186143,0.058250993487140246,-0.02447703562645172,24.1615396860382,0.495049504950495,0.406553735073591,0.454464285714286,NA,NA,0.48285137861466,0.411277602523659,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN13503,MNHN,"14,06,2",Marmosops incanus,,C. T. Carvalho,6,"Fazenda do Retiro, 7 km de Lagoa Santa",Lagoa Santa,MG,,,,NA,1954,7,22,,ok,ok,,male,p3m4,6,adulto,75,,307,135,172,20,NA,,,TRUE,-0.009007647841093647,-0.013434629244683194,-0.02558625208399734,0.0235907817076213,0.013516584026421974,-0.02439022499658039,-0.012161346633743353,0.01602772184144241,-0.030556576478423914,0.02497476299331991,-0.019876029253415473,-0.004637353029083968,-3.996681171964944e-4,-0.029432863859550906,-0.00524381077206959,0.07064087197860447,0.09684625128762792,26.4663654474883,0.518085395703019,0.470058293587705,0.471440750213129,0.580636388360076,0.549414519906323,0.454545454545455,0.425478166726813,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN24692,MNHN,"14,06,2",Marmosops incanus,,C. T. Carvalho,#,"Fazenda do Retiro, 7 km de Lagoa Santa",Lagoa Santa,MG,,,,NA,1954,7,23,,ok,,,male,,NA,adulto,90,,304,133,171,19,NA,25,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN31390,MNHN,"14,06,2",Marmosops incanus,Lagoa Santa,"M. Lara, E. D. Hingst",70,"Fazenda São Sebastião, 12,2 km SE de Lagoa Santa",Lagoa Santa,MG,-43.839373,-19.70436,710,FALSE,1992,8,29,,ok,ok,ok,male,p3m4,6,adulto,77,,364,164,200,22,21,31,,TRUE,0.00585356527960057,-0.0016716376268046673,NA,0.006430989919623542,-4.1335274472098504e-4,0.01277835650296244,-0.011621286010989884,0.017121306114836532,0.01506225646472914,1.9882399068515966e-4,0.002992529544494804,-0.013951846463204465,0.007472544735042774,-0.030831776705531944,6.612979071509706e-4,-0.003035213137293269,0.062085081032061507,28.4640562815632,0.506123469132717,NA,0.518363939899833,0.564858785303674,0.530088495575221,0.440383463151588,0.398401065956029,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN31391,MNHN,"14,06,2",Marmosops incanus,Lagoa Santa,M. Lara,71,"Fazenda São Sebastião, 12,2 km SE de Lagoa Santa",Lagoa Santa,MG,-43.839373,-19.70436,710,FALSE,1992,8,29,,ok,ok,ok,male,p3m4,6,adulto,57,,332,147,185,23,22,33,,TRUE,0.01683075269094081,0.006849582021894118,0.028403656836420765,0.028755508976462174,-0.0071987277106266845,0.0030506235262244275,0.008383389226738647,0.01088713882401926,0.007555258031404,0.010722011755262884,6.134355067637376e-4,0.006711281542255421,0.010143012493784465,-0.0268430294480122,0.024468898130104666,0.06326204746166875,0.052693515279487846,26.8522959912183,0.497504596795377,0.48598369011213,0.492716366752356,0.574730759127922,0.533363802559415,0.448941469489415,0.411114946496376,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MN31392,MNHN,"14,06,2",Marmosops incanus,Lagoa Santa,"M. Lara, E. D. Hingst",72,"Fazenda São Sebastião, 12,2 km SE de Lagoa Santa",Lagoa Santa,MG,-43.839373,-19.70436,710,FALSE,1992,8,29,,ok,ok,ok,female,p3m4,6,adulto,31,,280,121,159,19,18,28,,TRUE,0.001106523619187616,0.011469597308500834,0.008950747877826792,0.012389166368012905,-0.008318914688802526,-0.042099942683039515,0.05080906381035866,-1.652752594196727e-4,-0.03035477398068176,0.004541304808979074,0.025127304552033047,-0.01493033047801795,0.005302870898550971,0.008815882068345715,-0.003932102774794277,-0.023871552428024412,0.058869444027099316,23.8748319365812,0.492796236401059,0.464285714285714,0.47075208913649,0.565715965892385,0.55977130977131,0.484704282800816,0.379103282626101,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,UFMG,GAV03,Marmosops incanus,Acauã,Leonora Pires Costa,LC 81,Estação Ecológica de Acauã; 17 km N Turmalina,Leme do Prado,MG,-42.766667,-17.133333,800,NA,1996,7,13,,ok,ok,,female,p3m4,6,adulto,,24,244,NA,151,17,NA,26,,TRUE,6.603960998345926e-4,-0.00461347728162842,-4.238128140650055e-4,0.020682585555109156,0.008942889019524447,-0.1036848675833224,-0.04385696716510146,0.009744893005881217,0.0780016583009977,0.054250458537222546,0.02727798847420715,-0.004177865920182544,0.01194551945264477,0.0371272663386335,0.009634357092586754,0.0683983944835509,0.17890623531626845,22.9482657296799,0.508859185576624,0.453703703703704,0.4375,0.583152004973578,0.588486140724947,0.501388888888889,0.407072368421053,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCN-M 1955,PUC-Minas,CAIXA 5,Marmosops incanus,Irapé,Taciano Paula e Paula,,UHE Irapé,Leme do Prado,MG,-42.586195,-16.759927,,FALSE,2004,1,1,,ok,parcial,ok,female,p3m4,6,adulto,,47,,135,175,19,NA,26,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coordenadas dos demais espécimes de UHE Irapé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,UFMG,GAV01,Marmosops incanus,Ibitipoca,M. A. Drumond,1,Parque Estadual do Ibitipoca,Lima Duarte,MG,-43.883333,-21.691667,1050-1784,NA,1988,3,25,,ok,ok,,male,dp3m4,5,adulto,,34,,122,156,18,NA,22,,TRUE,-0.008981248194843694,-0.006736663377702179,0.006160307669334397,0.026794367419785026,0.010234305587096593,-0.01614504848743259,0.003073250362841895,0.015611371488698289,-0.020445174040117697,-0.001199358143500362,-0.027268982678592124,-0.013728262896258059,-0.0015411706027110839,0.0287670754783238,-0.007386206661149419,0.03260087643557963,0.01995333820412413,23.5982774795111,0.511057255377158,0.465745369009115,0.44590780809031,0.577400787640109,0.557712486883526,0.499654934437543,0.401626016260163,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UFES2451,UFES,03-11,Marmosops incanus,,Valéria Fagundes,LGA 3844,Fazenda da Pedra do Navio T3-P2,Luminárias,MG,-44.9033,-21.5111,,NA,2012,5,10,,,ok,parcial,female,p3m4,6,adulto,48,,,NA,,NA,NA,,,TRUE,-0.009672443825050614,-0.008150074456607648,NA,0.05043887213540055,0.011461422512760056,-0.02202749303947371,0.02480685077641076,0.02357481602205258,-0.04884344602966206,0.021773377271447014,0.028077848471043332,-0.02520858937369752,0.005706634562691271,0.01516382376672265,-0.018243838808798873,0.026047751556456333,0.13702611443598925,23.7463681433604,0.512511305396443,NA,0.462454212454212,0.571299366897799,0.576253298153034,0.488403819918145,0.403838301347489,coordenadas da sede do municipio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4457,UFMG,GAV04,Marmosops incanus,Mariana,Bernardo Faria Leopoldo,MAR BL 29,"Barragem de Germano e Fundão, Samarco",Mariana,MG,-43.470645,-20.202999,,NA,2012,7,14,,ok,ok,,,p3m4,6,adulto,,25,,113,160,19,NA,25,,TRUE,0.011347520694386493,0.01443319158537193,0.009001990671502202,0.031195822771542314,-0.011758568520274348,-0.008581074536690103,0.008657713177696591,0.010590948988634441,0.07657320552462465,-0.0073935562720199854,0.03191206539976532,0.03639280285164359,0.02084703890666839,0.020516306016313823,0.004291240897735804,0.07422830688537152,0.05332456419781198,24.259571307012,0.489901904212349,0.462208485529643,0.484651162790698,0.592902481246394,0.523114355231144,0.480476505625414,0.416015625,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
