"","gls","cb","nas","bbc","zb","poc","ic","lbasi","bps","bam","can","pl","max","sm","mad","alpcor","larcon"
"Pr(>F)",5.94198794945289e-24,1.93542834753696e-24,1.16973734467717e-18,6.52851641787767e-12,3.65456565675924e-14,0.115038583842747,1.54676846035055e-15,5.74803013452732e-21,1.69280779399647e-07,2.9213557405409e-09,8.73998695546087e-18,4.34592750697539e-25,2.35476608926947e-32,3.95058239863683e-16,1.21368388272198e-22,6.12557840208385e-16,1.2689699605191e-14
